;  Table crwfpc2comp$wfpc2_f814w_004.tab  Thu 08:19:11 15-May-97
; WAVELENGTH   THROUGHPUT        error
;  ANGSTROMS TRANSMISSION TRANSMISSION
      7640.0      0.93178           0.
      7642.0      0.93226           0.
      7644.0      0.93246           0.
      7646.0      0.93284           0.
      7648.0      0.93313           0.
      7650.0      0.93323           0.
      7652.0      0.93332           0.
      7654.0      0.93342           0.
      7656.0       0.9338           0.
      7658.0      0.93409           0.
      7660.0      0.93457           0.
      7662.0      0.93505           0.
      7664.0      0.93534           0.
      7666.0      0.93553           0.
      7668.0      0.93582           0.
      7670.0      0.93601           0.
      7672.0       0.9362           0.
      7674.0       0.9363           0.
      7676.0      0.93659           0.
      7678.0      0.93697           0.
      7680.0      0.93707           0.
      7682.0      0.93736           0.
      7684.0      0.93755           0.
      7686.0      0.93755           0.
      7688.0      0.93784           0.
      7690.0      0.93793           0.
      7692.0      0.93832           0.
      7694.0      0.93841           0.
      7696.0       0.9389           0.
      7698.0       0.9388           0.
      7700.0      0.93899           0.
      7702.0      0.93918           0.
      7704.0      0.93909           0.
      7706.0      0.93909           0.
      7708.0      0.93928           0.
      7710.0      0.93909           0.
      7712.0      0.93947           0.
      7714.0      0.93957           0.
      7716.0      0.93957           0.
      7718.0      0.93938           0.
      7720.0      0.93966           0.
      7722.0      0.93986           0.
      7724.0      0.93976           0.
      7726.0      0.93986           0.
      7728.0      0.93976           0.
      7730.0      0.93995           0.
      7732.0      0.94014           0.
      7734.0      0.94024           0.
      7736.0      0.94034           0.
      7738.0      0.94062           0.
      7740.0      0.94053           0.
      7742.0      0.94034           0.
      7744.0      0.94043           0.
      7746.0      0.94062           0.
      7748.0      0.94072           0.
      7750.0      0.94082           0.
      7752.0      0.94082           0.
      7754.0      0.94062           0.
      7756.0      0.94053           0.
      7758.0      0.94043           0.
      7760.0      0.94043           0.
      7762.0      0.94043           0.
      7764.0      0.94034           0.
      7766.0      0.94034           0.
      7768.0      0.94014           0.
      7770.0      0.94024           0.
      7772.0      0.94062           0.
      7774.0      0.94053           0.
      7776.0      0.94072           0.
      7778.0      0.94082           0.
      7780.0      0.94062           0.
      7782.0      0.94062           0.
      7784.0      0.94024           0.
      7786.0      0.93995           0.
      7788.0      0.93995           0.
      7790.0      0.93986           0.
      7792.0      0.93976           0.
      7794.0      0.93976           0.
      7796.0      0.93995           0.
      7798.0      0.93976           0.
      7800.0      0.93947           0.
      7802.0      0.93947           0.
      7804.0      0.93899           0.
      7806.0      0.93918           0.
      7808.0      0.93899           0.
      7810.0      0.93899           0.
      7812.0       0.9389           0.
      7814.0       0.9388           0.
      7816.0      0.93861           0.
      7818.0      0.93851           0.
      7820.0      0.93851           0.
      7822.0      0.93841           0.
      7824.0      0.93822           0.
      7826.0      0.93813           0.
      7828.0      0.93793           0.
      7830.0      0.93803           0.
      7832.0      0.93765           0.
      7834.0      0.93784           0.
      7836.0      0.93784           0.
      7838.0      0.93755           0.
      7840.0      0.93726           0.
      7842.0      0.93697           0.
      7844.0      0.93649           0.
      7846.0      0.93659           0.
      7848.0       0.9362           0.
      7850.0      0.93611           0.
      7852.0      0.93601           0.
      7854.0      0.93572           0.
      7856.0      0.93572           0.
      7858.0      0.93572           0.
      7860.0      0.93611           0.
      7862.0      0.93601           0.
      7864.0      0.93582           0.
      7866.0      0.93572           0.
      7868.0      0.93544           0.
      7870.0      0.93515           0.
      7872.0      0.93486           0.
      7874.0      0.93467           0.
      7876.0      0.93438           0.
      7878.0      0.93447           0.
      7880.0      0.93371           0.
      7882.0      0.93342           0.
      7884.0      0.93323           0.
      7886.0      0.93303           0.
      7888.0      0.93284           0.
      7890.0      0.93284           0.
      7892.0      0.93294           0.
      7894.0      0.93303           0.
      7896.0      0.93294           0.
      7898.0      0.93275           0.
      7900.0      0.93265           0.
      7902.0      0.93255           0.
      7904.0      0.93246           0.
      7906.0      0.93207           0.
      7908.0      0.93178           0.
      7910.0       0.9314           0.
      7912.0      0.93121           0.
      7914.0      0.93073           0.
      7916.0      0.93073           0.
      7918.0      0.93073           0.
      7920.0      0.93063           0.
      7922.0      0.93025           0.
      7924.0      0.92996           0.
      7926.0      0.92986           0.
      7928.0      0.92957           0.
      7930.0      0.92967           0.
      7932.0      0.92957           0.
      7934.0      0.92919           0.
      7936.0      0.92909           0.
      7938.0      0.92871           0.
      7940.0      0.92852           0.
      7942.0      0.92804           0.
      7944.0      0.92804           0.
      7946.0      0.92765           0.
      7948.0      0.92717           0.
      7950.0      0.92736           0.
      7952.0      0.92717           0.
      7954.0      0.92727           0.
      7956.0      0.92736           0.
      7958.0      0.92736           0.
      7960.0      0.92727           0.
      7962.0      0.92727           0.
      7964.0      0.92727           0.
      7966.0      0.92688           0.
      7968.0      0.92688           0.
      7970.0      0.92669           0.
      7972.0       0.9264           0.
      7974.0       0.9264           0.
      7976.0      0.92612           0.
      7978.0      0.92573           0.
      7980.0      0.92563           0.
      7982.0      0.92535           0.
      7984.0      0.92487           0.
      7986.0      0.92458           0.
      7988.0      0.92458           0.
      7990.0      0.92487           0.
      7992.0      0.92487           0.
      7994.0      0.92506           0.
      7996.0      0.92506           0.
      7998.0      0.92487           0.
      8000.0      0.92246           0.
      8002.0      0.92285           0.
      8004.0      0.92314           0.
      8006.0      0.92314           0.
      8008.0      0.92189           0.
      8010.0       0.9216           0.
      8012.0      0.92141           0.
      8014.0       0.9217           0.
      8016.0      0.92208           0.
      8018.0      0.92198           0.
      8020.0       0.9217           0.
      8022.0      0.92131           0.
      8024.0      0.92102           0.
      8026.0      0.92093           0.
      8028.0       0.9216           0.
      8030.0      0.92218           0.
      8032.0      0.92179           0.
      8034.0      0.92256           0.
      8036.0      0.92227           0.
      8038.0      0.92189           0.
      8040.0      0.92179           0.
      8042.0      0.92189           0.
      8044.0      0.92189           0.
      8046.0      0.92275           0.
      8048.0      0.92314           0.
      8050.0      0.92314           0.
      8052.0      0.92342           0.
      8054.0      0.92391           0.
      8056.0      0.92362           0.
      8058.0      0.92362           0.
      8060.0      0.92333           0.
      8062.0      0.92285           0.
      8064.0      0.92342           0.
      8066.0      0.92362           0.
      8068.0       0.9241           0.
      8070.0      0.92448           0.
      8072.0      0.92496           0.
      8074.0      0.92477           0.
      8076.0      0.92429           0.
      8078.0      0.92448           0.
      8080.0        0.924           0.
      8082.0      0.92352           0.
      8084.0      0.92371           0.
      8086.0      0.92429           0.
      8088.0      0.92525           0.
      8090.0      0.92631           0.
      8092.0      0.92669           0.
      8094.0       0.9266           0.
      8096.0      0.92621           0.
      8098.0      0.92631           0.
      8100.0      0.92602           0.
      8102.0      0.92602           0.
      8104.0      0.92612           0.
      8106.0       0.9265           0.
      8108.0      0.92688           0.
      8110.0      0.92756           0.
      8112.0      0.92765           0.
      8114.0      0.92765           0.
      8116.0      0.92736           0.
      8118.0      0.92727           0.
      8120.0      0.92746           0.
      8122.0      0.92727           0.
      8124.0      0.92765           0.
      8126.0      0.92794           0.
      8128.0      0.92823           0.
      8130.0      0.92842           0.
      8132.0       0.9289           0.
      8134.0      0.92957           0.
      8136.0      0.93015           0.
      8138.0      0.93025           0.
      8140.0      0.93015           0.
      8142.0      0.93082           0.
      8144.0      0.93102           0.
      8146.0      0.93063           0.
      8148.0      0.93092           0.
      8150.0      0.93082           0.
      8152.0      0.93121           0.
      8154.0       0.9313           0.
      8156.0      0.93207           0.
      8158.0      0.93226           0.
      8160.0      0.93303           0.
      8162.0      0.93332           0.
      8164.0       0.9339           0.
      8166.0      0.93467           0.
      8168.0      0.93457           0.
      8170.0      0.93467           0.
      8172.0      0.93457           0.
      8174.0      0.93428           0.
      8176.0      0.93409           0.
      8178.0      0.93428           0.
      8180.0      0.93438           0.
      8182.0      0.93476           0.
      8184.0      0.93515           0.
      8186.0       0.9363           0.
      8188.0      0.93649           0.
      8190.0       0.9363           0.
      8192.0      0.93649           0.
      8194.0      0.93649           0.
      8196.0      0.93592           0.
      8198.0      0.93505           0.
      8200.0      0.93601           0.
      8202.0      0.93659           0.
      8204.0      0.93736           0.
      8206.0      0.93774           0.
      8208.0      0.93803           0.
      8210.0      0.93832           0.
      8212.0       0.9388           0.
      8214.0       0.9389           0.
      8216.0      0.93899           0.
      8218.0      0.93899           0.
      8220.0       0.9388           0.
      8222.0       0.9388           0.
      8224.0      0.93909           0.
      8226.0      0.93938           0.
      8228.0      0.93938           0.
      8230.0      0.93947           0.
      8232.0      0.94034           0.
      8234.0      0.94034           0.
      8236.0      0.94053           0.
      8238.0       0.9413           0.
      8240.0       0.9412           0.
      8242.0       0.9412           0.
      8244.0      0.94043           0.
      8246.0      0.94091           0.
      8248.0      0.94091           0.
      8250.0      0.94149           0.
      8252.0      0.94226           0.
      8254.0      0.94283           0.
      8256.0      0.94322           0.
      8258.0      0.94303           0.
      8260.0      0.94341           0.
      8262.0      0.94351           0.
      8264.0      0.94332           0.
      8266.0      0.94351           0.
      8268.0       0.9436           0.
      8270.0       0.9436           0.
      8272.0      0.94341           0.
      8274.0      0.94341           0.
      8276.0      0.94303           0.
      8278.0       0.9437           0.
      8280.0      0.94332           0.
      8282.0      0.94341           0.
      8284.0      0.94341           0.
      8286.0      0.94332           0.
      8288.0      0.94332           0.
      8290.0       0.9436           0.
      8292.0       0.9436           0.
      8294.0      0.94399           0.
      8296.0      0.94447           0.
      8298.0      0.94533           0.
      8300.0       0.9461           0.
      8302.0      0.94581           0.
      8304.0      0.94591           0.
      8306.0       0.9462           0.
      8308.0      0.94504           0.
      8310.0      0.94485           0.
      8312.0      0.94466           0.
      8314.0      0.94466           0.
      8316.0      0.94514           0.
      8318.0       0.9462           0.
      8320.0      0.94601           0.
      8322.0       0.9461           0.
      8324.0      0.94658           0.
      8326.0      0.94581           0.
      8328.0      0.94524           0.
      8330.0      0.94495           0.
      8332.0      0.94514           0.
      8334.0      0.94572           0.
      8336.0      0.94639           0.
      8338.0      0.94697           0.
      8340.0      0.94754           0.
      8342.0      0.94764           0.
      8344.0      0.94725           0.
      8346.0      0.94658           0.
      8348.0       0.9461           0.
      8350.0      0.94581           0.
      8352.0      0.94591           0.
      8354.0       0.9462           0.
      8356.0      0.94697           0.
      8358.0      0.94706           0.
      8360.0      0.94697           0.
      8362.0      0.94697           0.
      8364.0      0.94601           0.
      8366.0       0.9462           0.
      8368.0      0.94543           0.
      8370.0      0.94495           0.
      8372.0      0.94533           0.
      8374.0      0.94562           0.
      8376.0      0.94629           0.
      8378.0      0.94668           0.
      8380.0      0.94754           0.
      8382.0      0.94812           0.
      8384.0      0.94764           0.
      8386.0      0.94831           0.
      8388.0      0.94764           0.
      8390.0      0.94706           0.
      8392.0      0.94629           0.
      8394.0      0.94668           0.
      8396.0      0.94649           0.
      8398.0      0.94629           0.
      8400.0      0.94706           0.
      8402.0      0.94601           0.
      8404.0      0.94553           0.
      8406.0      0.94524           0.
      8408.0      0.94533           0.
      8410.0      0.94485           0.
      8412.0      0.94553           0.
      8414.0      0.94553           0.
      8416.0      0.94581           0.
      8418.0      0.94543           0.
      8420.0      0.94514           0.
      8422.0      0.94543           0.
      8424.0      0.94572           0.
      8426.0      0.94572           0.
      8428.0      0.94629           0.
      8430.0       0.9461           0.
      8432.0      0.94572           0.
      8434.0      0.94504           0.
      8436.0      0.94456           0.
      8438.0      0.94351           0.
      8440.0      0.94399           0.
      8442.0      0.94466           0.
      8444.0      0.94601           0.
      8446.0      0.94572           0.
      8448.0      0.94553           0.
      8450.0      0.94476           0.
      8452.0      0.94447           0.
      8454.0      0.94332           0.
      8456.0      0.94322           0.
      8458.0      0.94303           0.
      8460.0      0.94341           0.
      8462.0       0.9436           0.
      8464.0      0.94293           0.
      8466.0      0.94255           0.
      8468.0      0.94303           0.
      8470.0      0.94341           0.
      8472.0      0.94293           0.
      8474.0      0.94274           0.
      8476.0      0.94264           0.
      8478.0      0.94245           0.
      8480.0      0.94255           0.
      8482.0      0.94293           0.
      8484.0      0.94274           0.
      8486.0      0.94235           0.
      8488.0      0.94245           0.
      8490.0      0.94235           0.
      8492.0      0.94159           0.
      8494.0      0.94111           0.
      8496.0      0.94082           0.
      8498.0      0.94043           0.
      8500.0      0.93976           0.
      8502.0      0.93909           0.
      8504.0      0.93947           0.
      8506.0      0.93976           0.
      8508.0      0.93976           0.
      8510.0      0.94005           0.
      8512.0      0.93986           0.
      8514.0      0.93918           0.
      8516.0      0.93832           0.
      8518.0      0.93822           0.
      8520.0      0.93832           0.
      8522.0      0.93784           0.
      8524.0      0.93745           0.
      8526.0      0.93697           0.
      8528.0      0.93736           0.
      8530.0      0.93688           0.
      8532.0      0.93572           0.
      8534.0      0.93515           0.
      8536.0      0.93582           0.
      8538.0      0.93496           0.
      8540.0      0.93486           0.
      8542.0      0.93409           0.
      8544.0       0.9338           0.
      8546.0       0.9339           0.
      8548.0      0.93332           0.
      8550.0      0.93246           0.
      8552.0      0.93188           0.
      8554.0      0.93102           0.
      8556.0      0.93092           0.
      8558.0      0.93054           0.
      8560.0      0.93111           0.
      8562.0       0.9313           0.
      8564.0      0.93063           0.
      8566.0      0.93082           0.
      8568.0      0.93034           0.
      8570.0      0.92881           0.
      8572.0      0.92794           0.
      8574.0      0.92698           0.
      8576.0      0.92698           0.
      8578.0      0.92688           0.
      8580.0      0.92621           0.
      8582.0      0.92573           0.
      8584.0      0.92525           0.
      8586.0      0.92419           0.
      8588.0      0.92342           0.
      8590.0      0.92285           0.
      8592.0      0.92227           0.
      8594.0      0.92266           0.
      8596.0      0.92237           0.
      8598.0       0.9215           0.
      8600.0      0.92179           0.
      8602.0       0.9216           0.
      8604.0      0.92112           0.
      8606.0      0.92064           0.
      8608.0      0.92006           0.
      8610.0       0.9192           0.
      8612.0      0.91814           0.
      8614.0      0.91776           0.
      8616.0      0.91747           0.
      8618.0      0.91689           0.
      8620.0      0.91583           0.
      8622.0      0.91593           0.
      8624.0      0.91535           0.
      8626.0      0.91449           0.
      8628.0      0.91401           0.
      8630.0      0.91334           0.
      8632.0      0.91285           0.
      8634.0      0.91276           0.
      8636.0      0.91199           0.
      8638.0      0.91199           0.
      8640.0      0.91132           0.
      8642.0      0.91064           0.
      8644.0       0.9092           0.
      8646.0      0.90824           0.
      8648.0      0.90651           0.
      8650.0      0.90632           0.
      8652.0      0.90613           0.
      8654.0      0.90642           0.
      8656.0      0.90584           0.
      8658.0      0.90507           0.
      8660.0      0.90382           0.
      8662.0      0.90315           0.
      8664.0      0.90305           0.
      8666.0      0.90209           0.
      8668.0        0.902           0.
      8670.0      0.90113           0.
      8672.0      0.90113           0.
      8674.0      0.90056           0.
      8676.0      0.89863           0.
      8678.0      0.89719           0.
      8680.0      0.89681           0.
      8682.0      0.89633           0.
      8684.0      0.89546           0.
      8686.0      0.89469           0.
      8688.0      0.89441           0.
      8690.0      0.89431           0.
      8692.0      0.89402           0.
      8694.0      0.89325           0.
      8696.0      0.89239           0.
      8698.0      0.89104           0.
      8700.0      0.88989           0.
      8702.0      0.88835           0.
      8704.0      0.88835           0.
      8706.0      0.88758           0.
      8708.0      0.88739           0.
      8710.0      0.88701           0.
      8712.0      0.88643           0.
      8714.0      0.88557           0.
      8716.0      0.88489           0.
      8718.0      0.88489           0.
      8720.0       0.8847           0.
      8722.0      0.88384           0.
      8724.0      0.88316           0.
      8726.0       0.8822           0.
      8728.0      0.88191           0.
      8730.0      0.88163           0.
      8732.0       0.8798           0.
      8734.0      0.87874           0.
      8736.0      0.87778           0.
      8738.0      0.87807           0.
      8740.0       0.8774           0.
      8742.0      0.87701           0.
      8744.0      0.87682           0.
      8746.0      0.87653           0.
      8748.0      0.87624           0.
      8750.0      0.87509           0.
      8752.0      0.87403           0.
      8754.0      0.87298           0.
      8756.0       0.8725           0.
      8758.0      0.87211           0.
      8760.0      0.87163           0.
      8762.0      0.87173           0.
      8764.0      0.87115           0.
      8766.0      0.87019           0.
      8768.0      0.86961           0.
      8770.0      0.86913           0.
      8772.0      0.86856           0.
      8774.0      0.86798           0.
      8776.0       0.8676           0.
      8778.0      0.86673           0.
      8780.0      0.86558           0.
      8782.0      0.86481           0.
      8784.0      0.86443           0.
      8786.0      0.86452           0.
      8788.0      0.86394           0.
      8790.0      0.86337           0.
      8792.0      0.86279           0.
      8794.0      0.86173           0.
      8796.0      0.86116           0.
      8798.0      0.86058           0.
      8800.0      0.86058           0.
      8802.0      0.86029           0.
      8804.0      0.85981           0.
      8806.0      0.85962           0.
      8808.0      0.85952           0.
      8810.0      0.85952           0.
      8812.0      0.85847           0.
      8814.0       0.8576           0.
      8816.0      0.85731           0.
      8818.0      0.85703           0.
      8820.0      0.85703           0.
      8822.0      0.85674           0.
      8824.0      0.85664           0.
      8826.0      0.85587           0.
      8828.0      0.85482           0.
      8830.0      0.85462           0.
      8832.0      0.85453           0.
      8834.0      0.85443           0.
      8836.0      0.85424           0.
      8838.0      0.85376           0.
      8840.0      0.85318           0.
      8842.0      0.85357           0.
      8844.0      0.85386           0.
      8846.0      0.85338           0.
      8848.0      0.85386           0.
      8850.0      0.85366           0.
      8852.0       0.8527           0.
      8854.0      0.85174           0.
      8856.0      0.85155           0.
      8858.0      0.85165           0.
      8860.0      0.85222           0.
      8862.0      0.85289           0.
      8864.0       0.8528           0.
      8866.0      0.85309           0.
      8868.0       0.8527           0.
      8870.0      0.85203           0.
      8872.0      0.85155           0.
      8874.0      0.85088           0.
      8876.0      0.85059           0.
      8878.0      0.85059           0.
      8880.0      0.85097           0.
      8882.0      0.85126           0.
      8884.0      0.85097           0.
      8886.0      0.85126           0.
      8888.0      0.85097           0.
      8890.0      0.85097           0.
      8892.0       0.8504           0.
      8894.0      0.85001           0.
      8896.0      0.85078           0.
      8898.0      0.85155           0.
      8900.0      0.85213           0.
      8902.0      0.85251           0.
      8904.0      0.85232           0.
      8906.0      0.85289           0.
      8908.0      0.85357           0.
      8910.0      0.85376           0.
      8912.0      0.85366           0.
      8914.0      0.85318           0.
      8916.0      0.85289           0.
      8918.0      0.85174           0.
      8920.0      0.85155           0.
      8922.0      0.85251           0.
      8924.0      0.85386           0.
      8926.0      0.85472           0.
      8928.0       0.8553           0.
      8930.0      0.85607           0.
      8932.0      0.85597           0.
      8934.0       0.8551           0.
      8936.0      0.85549           0.
      8938.0      0.85607           0.
      8940.0      0.85655           0.
      8942.0      0.85664           0.
      8944.0      0.85645           0.
      8946.0      0.85674           0.
      8948.0      0.85731           0.
      8950.0       0.8577           0.
      8952.0      0.85828           0.
      8954.0      0.85895           0.
      8956.0      0.85952           0.
      8958.0      0.85943           0.
      8960.0      0.85924           0.
      8962.0      0.85972           0.
      8964.0      0.86077           0.
      8966.0      0.86173           0.
      8968.0      0.86289           0.
      8970.0      0.86308           0.
      8972.0      0.86337           0.
      8974.0      0.86327           0.
      8976.0      0.86327           0.
      8978.0      0.86366           0.
      8980.0      0.86385           0.
      8982.0      0.86558           0.
      8984.0      0.86692           0.
      8986.0      0.86683           0.
      8988.0      0.86712           0.
      8990.0      0.86721           0.
      8992.0       0.8674           0.
      8994.0       0.8674           0.
      8996.0      0.86837           0.
      8998.0       0.8699           0.
      9000.0      0.87173           0.
      9002.0       0.8725           0.
      9004.0      0.87327           0.
      9006.0      0.87346           0.
      9008.0      0.87403           0.
      9010.0      0.87384           0.
      9012.0      0.87413           0.
      9014.0      0.87548           0.
      9016.0      0.87721           0.
      9018.0      0.87874           0.
      9020.0       0.8799           0.
      9022.0      0.88009           0.
      9024.0      0.88028           0.
      9026.0      0.87999           0.
      9028.0      0.88095           0.
      9030.0       0.8822           0.
      9032.0      0.88374           0.
      9034.0       0.8846           0.
      9036.0      0.88566           0.
      9038.0      0.88633           0.
      9040.0      0.88643           0.
      9042.0      0.88585           0.
      9044.0      0.88643           0.
      9046.0      0.88701           0.
      9048.0      0.88826           0.
      9050.0       0.8897           0.
      9052.0      0.89027           0.
      9054.0      0.89066           0.
      9056.0      0.89123           0.
      9058.0        0.892           0.
      9060.0       0.8922           0.
      9062.0       0.8921           0.
      9064.0      0.89364           0.
      9066.0      0.89498           0.
      9068.0      0.89556           0.
      9070.0      0.89671           0.
      9072.0      0.89786           0.
      9074.0      0.89892           0.
      9076.0      0.89969           0.
      9078.0      0.90084           0.
      9080.0      0.90132           0.
      9082.0       0.9018           0.
      9084.0      0.90161           0.
      9086.0      0.90228           0.
      9088.0      0.90267           0.
      9090.0      0.90469           0.
      9092.0      0.90574           0.
      9094.0      0.90651           0.
      9096.0      0.90853           0.
      9098.0      0.90978           0.
      9100.0      0.91016           0.
      9102.0      0.91055           0.
      9104.0      0.91064           0.
      9106.0      0.91132           0.
      9108.0      0.91247           0.
      9110.0      0.91343           0.
      9112.0      0.91401           0.
      9114.0       0.9141           0.
      9116.0      0.91468           0.
      9118.0      0.91458           0.
      9120.0       0.9166           0.
      9122.0      0.91785           0.
      9124.0      0.91968           0.
      9126.0      0.92112           0.
      9128.0       0.9215           0.
      9130.0      0.92179           0.
      9132.0      0.92179           0.
      9134.0      0.92131           0.
      9136.0      0.92208           0.
      9138.0      0.92323           0.
      9140.0      0.92381           0.
      9142.0      0.92525           0.
      9144.0      0.92698           0.
      9146.0      0.92775           0.
      9148.0      0.92727           0.
      9150.0      0.92679           0.
      9152.0      0.92717           0.
      9154.0      0.92756           0.
      9156.0      0.92813           0.
      9158.0      0.92842           0.
      9160.0      0.92929           0.
      9162.0      0.93025           0.
      9164.0      0.93092           0.
      9166.0      0.93246           0.
      9168.0      0.93438           0.
      9170.0      0.93572           0.
      9172.0      0.93669           0.
      9174.0      0.93707           0.
      9176.0      0.93601           0.
      9178.0      0.93563           0.
      9180.0      0.93534           0.
      9182.0      0.93582           0.
      9184.0      0.93688           0.
      9186.0      0.93784           0.
      9188.0      0.93803           0.
      9190.0       0.9387           0.
      9192.0      0.93899           0.
      9194.0      0.93899           0.
      9196.0      0.93861           0.
      9198.0       0.9387           0.
      9200.0      0.93957           0.
      9202.0      0.94005           0.
      9204.0       0.9412           0.
      9206.0      0.94187           0.
      9208.0      0.94197           0.
      9210.0      0.94178           0.
      9212.0      0.94159           0.
      9214.0      0.94159           0.
      9216.0      0.94235           0.
      9218.0      0.94322           0.
      9220.0      0.94408           0.
      9222.0      0.94485           0.
      9224.0      0.94456           0.
      9226.0      0.94437           0.
      9228.0      0.94389           0.
      9230.0      0.94399           0.
      9232.0      0.94399           0.
      9234.0       0.9437           0.
      9236.0      0.94399           0.
      9238.0      0.94504           0.
      9240.0       0.9461           0.
      9242.0      0.94639           0.
      9244.0      0.94658           0.
      9246.0      0.94668           0.
      9248.0      0.94677           0.
      9250.0      0.94677           0.
      9252.0      0.94639           0.
      9254.0      0.94572           0.
      9256.0      0.94553           0.
      9258.0      0.94447           0.
      9260.0      0.94389           0.
      9262.0       0.9437           0.
      9264.0      0.94476           0.
      9266.0       0.9462           0.
      9268.0      0.94725           0.
      9270.0      0.94754           0.
      9272.0      0.94774           0.
      9274.0      0.94716           0.
      9276.0      0.94716           0.
      9278.0      0.94716           0.
      9280.0      0.94677           0.
      9282.0       0.9462           0.
      9284.0       0.9461           0.
      9286.0      0.94562           0.
      9288.0      0.94533           0.
      9290.0      0.94543           0.
      9292.0      0.94553           0.
      9294.0      0.94514           0.
      9296.0       0.9438           0.
      9298.0      0.94351           0.
      9300.0      0.94312           0.
      9302.0      0.94389           0.
      9304.0       0.9437           0.
      9306.0      0.94437           0.
      9308.0      0.94533           0.
      9310.0      0.94495           0.
      9312.0      0.94399           0.
      9314.0      0.94322           0.
      9316.0      0.94293           0.
      9318.0      0.94245           0.
      9320.0      0.94216           0.
      9322.0      0.94283           0.
      9324.0      0.94341           0.
      9326.0       0.9438           0.
      9328.0      0.94418           0.
      9330.0       0.9437           0.
      9332.0      0.94389           0.
      9334.0      0.94351           0.
      9336.0      0.94322           0.
      9338.0      0.94226           0.
      9340.0      0.94216           0.
      9342.0      0.94226           0.
      9344.0      0.94274           0.
      9346.0      0.94322           0.
      9348.0      0.94408           0.
      9350.0      0.94322           0.
      9352.0      0.94332           0.
      9354.0      0.94274           0.
      9356.0      0.94207           0.
      9358.0       0.9412           0.
      9360.0      0.94111           0.
      9362.0      0.94062           0.
      9364.0      0.94014           0.
      9366.0       0.9413           0.
      9368.0      0.94216           0.
      9370.0      0.94341           0.
      9372.0      0.94437           0.
      9374.0      0.94456           0.
      9376.0      0.94456           0.
      9378.0      0.94466           0.
      9380.0      0.94274           0.
      9382.0      0.94149           0.
      9384.0      0.94139           0.
      9386.0       0.9413           0.
      9388.0      0.94187           0.
      9390.0      0.94274           0.
      9392.0      0.94332           0.
      9394.0      0.94303           0.
      9396.0      0.94312           0.
      9398.0       0.9437           0.
      9400.0       0.9438           0.
      9402.0      0.94332           0.
      9404.0       0.9437           0.
      9406.0       0.9436           0.
      9408.0      0.94293           0.
      9410.0      0.94312           0.
      9412.0      0.94293           0.
      9414.0      0.94332           0.
      9416.0      0.94312           0.
      9418.0      0.94341           0.
      9420.0      0.94418           0.
      9422.0      0.94437           0.
      9424.0      0.94447           0.
      9426.0      0.94504           0.
      9428.0      0.94495           0.
      9430.0      0.94456           0.
      9432.0      0.94389           0.
      9434.0      0.94418           0.
      9436.0      0.94418           0.
      9438.0      0.94485           0.
      9440.0      0.94524           0.
      9442.0      0.94495           0.
      9444.0      0.94466           0.
      9446.0      0.94466           0.
      9448.0      0.94399           0.
      9450.0       0.9438           0.
      9452.0      0.94332           0.
      9454.0      0.94245           0.
      9456.0      0.94264           0.
      9458.0      0.94245           0.
      9460.0       0.9412           0.
      9462.0      0.94159           0.
      9464.0      0.94082           0.
      9466.0      0.93986           0.
      9468.0       0.9389           0.
      9470.0      0.93841           0.
      9472.0      0.93765           0.
      9474.0      0.93755           0.
      9476.0      0.93745           0.
      9478.0      0.93678           0.
      9480.0       0.9362           0.
      9482.0      0.93505           0.
      9484.0      0.93409           0.
      9486.0      0.93255           0.
      9488.0      0.93121           0.
      9490.0      0.92986           0.
      9492.0      0.92919           0.
      9494.0      0.92756           0.
      9496.0      0.92669           0.
      9498.0      0.92496           0.
      9500.0      0.92294           0.
      9502.0      0.92093           0.
      9504.0      0.91881           0.
      9506.0      0.91651           0.
      9508.0      0.91324           0.
      9510.0      0.91074           0.
      9512.0      0.90834           0.
      9514.0      0.90584           0.
      9516.0      0.90373           0.
      9518.0      0.90075           0.
      9520.0      0.89796           0.
      9522.0      0.89469           0.
      9524.0      0.89171           0.
      9526.0      0.88854           0.
      9528.0      0.88528           0.
      9530.0      0.88172           0.
      9532.0      0.87692           0.
      9534.0      0.87288           0.
      9536.0      0.86837           0.
      9538.0      0.86433           0.
      9540.0       0.8601           0.
      9542.0      0.85626           0.
      9544.0      0.85078           0.
      9546.0      0.84511           0.
      9548.0      0.83935           0.
      9550.0       0.8332           0.
      9552.0      0.82743           0.
      9554.0      0.82224           0.
      9556.0      0.81744           0.
      9558.0      0.81013           0.
      9560.0      0.80341           0.
      9562.0      0.79745           0.
      9564.0      0.79149           0.
      9566.0      0.78467           0.
      9568.0      0.77766           0.
      9570.0      0.77074           0.
      9572.0      0.76305           0.
      9574.0      0.75536           0.
      9576.0      0.74768           0.
      9578.0      0.74047           0.
      9580.0      0.73278           0.
      9582.0      0.72481           0.
      9584.0      0.71731           0.
      9586.0      0.70895           0.
      9588.0       0.7005           0.
      9590.0      0.69166           0.
      9592.0       0.6831           0.
      9594.0      0.67407           0.
      9596.0      0.66446           0.
      9598.0      0.65562           0.
      9600.0      0.64717           0.
      9602.0       0.6389           0.
      9604.0      0.63006           0.
      9606.0      0.62161           0.
      9608.0      0.61305           0.
      9610.0      0.60325           0.
      9612.0      0.59316           0.
      9614.0      0.58336           0.
      9616.0      0.57404           0.
      9618.0      0.56462           0.
      9620.0      0.55559           0.
      9622.0      0.54637           0.
      9624.0      0.53666           0.
