;  Table crwfpc2comp$wfpc2_f814w_004.tab  Thu 08:19:11 15-May-97
; WAVELENGTH   THROUGHPUT        error
;  ANGSTROMS TRANSMISSION TRANSMISSION
      9626.0      0.52763           0.
      9628.0      0.51831           0.
      9630.0      0.50841           0.
      9632.0      0.49823           0.
      9634.0      0.48871           0.
      9636.0       0.4793           0.
      9638.0       0.4694           0.
      9640.0      0.46056           0.
      9642.0       0.4521           0.
      9644.0      0.44384           0.
      9646.0      0.43586           0.
      9648.0      0.42731           0.
      9650.0      0.41895           0.
      9652.0      0.40982           0.
      9654.0      0.40118           0.
      9656.0       0.3933           0.
      9658.0      0.38542           0.
      9660.0      0.37754           0.
      9662.0      0.36947           0.
      9664.0      0.36187           0.
      9666.0      0.35457           0.
      9668.0      0.34698           0.
      9670.0      0.33977           0.
      9672.0      0.33228           0.
      9674.0      0.32498           0.
      9676.0      0.31758           0.
      9678.0      0.31085           0.
      9680.0      0.30393           0.
      9682.0       0.2973           0.
      9684.0      0.29077           0.
      9686.0      0.28471           0.
      9688.0      0.27789           0.
      9690.0      0.27136           0.
      9692.0      0.26521           0.
      9694.0      0.25954           0.
      9696.0      0.25368           0.
      9698.0      0.24849           0.
      9700.0      0.24301           0.
      9702.0      0.23725           0.
      9704.0      0.23148           0.
      9706.0      0.22648           0.
      9708.0       0.2213           0.
      9710.0       0.2162           0.
      9712.0      0.21178           0.
      9714.0      0.20717           0.
      9716.0      0.20256           0.
      9718.0      0.19833           0.
      9720.0      0.19362           0.
      9722.0      0.18939           0.
      9724.0      0.18536           0.
      9726.0      0.18123           0.
      9728.0       0.1769           0.
      9730.0      0.17248           0.
      9732.0      0.16854           0.
      9734.0      0.16479           0.
      9736.0      0.16105           0.
      9738.0      0.15711           0.
      9740.0      0.15403           0.
      9742.0      0.15067           0.
      9744.0      0.14711           0.
      9746.0      0.14346           0.
      9748.0         0.14           0.
      9750.0      0.13693           0.
      9752.0      0.13385           0.
      9754.0      0.13087           0.
      9756.0      0.12818           0.
      9758.0       0.1254           0.
      9760.0       0.1229           0.
      9762.0      0.11992           0.
      9764.0      0.11704           0.
      9766.0      0.11435           0.
      9768.0      0.11185           0.
      9770.0      0.10945           0.
      9772.0      0.10714           0.
      9774.0      0.10503           0.
      9776.0      0.10272           0.
      9778.0      0.10022           0.
      9780.0     0.097916           0.
      9782.0     0.095811           0.
      9784.0     0.093496           0.
      9786.0     0.091497           0.
      9788.0     0.089441           0.
      9790.0      0.08724           0.
      9792.0     0.085213           0.
      9794.0       0.0838           0.
      9796.0     0.081667           0.
      9798.0      0.07988           0.
      9800.0     0.078102           0.
      9802.0      0.07644           0.
      9804.0     0.075037           0.
      9806.0     0.073317           0.
      9808.0     0.071414           0.
      9810.0     0.070069           0.
      9812.0     0.068358           0.
      9814.0     0.066715           0.
      9816.0     0.065245           0.
      9818.0     0.064159           0.
      9820.0     0.062804           0.
      9822.0     0.061488           0.
      9824.0     0.060162           0.
      9826.0     0.059067           0.
      9828.0     0.057817           0.
      9830.0     0.056261           0.
      9832.0     0.054983           0.
      9834.0     0.054166           0.
      9836.0     0.052898           0.
      9838.0     0.051773           0.
      9840.0     0.050793           0.
      9842.0      0.04989           0.
      9844.0     0.048967           0.
      9846.0     0.047411           0.
      9848.0     0.046565           0.
      9850.0     0.045845           0.
      9852.0     0.045018           0.
      9854.0     0.044153           0.
      9856.0     0.043116           0.
      9858.0     0.042126           0.
      9860.0     0.041107           0.
      9862.0     0.040463           0.
      9864.0      0.03956           0.
      9866.0     0.038705           0.
      9868.0     0.038301           0.
      9870.0      0.03736           0.
      9872.0      0.03661           0.
      9874.0      0.03587           0.
      9876.0     0.035342           0.
      9878.0     0.034439           0.
      9880.0     0.033987           0.
      9882.0     0.033286           0.
      9884.0     0.032594           0.
      9886.0     0.031979           0.
      9888.0     0.031402           0.
      9890.0     0.030682           0.
      9892.0     0.030278           0.
      9894.0     0.029807           0.
      9896.0     0.029211           0.
      9898.0     0.028654           0.
      9930.0     0.023177           0.
      9940.0     0.021332           0.
      9950.0     0.019449           0.
      9960.0      0.01794           0.
      9970.0      0.01647           0.
      9980.0     0.015249           0.
      9990.0     0.013991           0.
     10000.0      0.01303           0.
     10010.0     0.012011           0.
     10020.0     0.011194           0.
     10030.0      0.01033           0.
     10040.0    0.0096667           0.
     10050.0      0.00897           0.
     10060.0     0.008404           0.
     10070.0    0.0077939           0.
     10080.0    0.0073124           0.
     10090.0    0.0068262           0.
     10100.0    0.0064246           0.
     10110.0    0.0060123           0.
     10120.0    0.0056635           0.
     10130.0    0.0053119           0.
     10140.0     0.005014           0.
     10150.0    0.0046988           0.
     10160.0    0.0044576           0.
     10170.0    0.0042145           0.
     10180.0    0.0039954           0.
     10190.0    0.0037677           0.
     10200.0    0.0035842           0.
     10210.0    0.0033862           0.
     10220.0    0.0032257           0.
     10230.0    0.0030509           0.
     10240.0    0.0029211           0.
     10250.0    0.0027684           0.
     10260.0    0.0026627           0.
     10270.0    0.0025156           0.
     10280.0    0.0024051           0.
     10290.0    0.0023071           0.
     10300.0    0.0022197           0.
     10310.0    0.0021034           0.
     10320.0    0.0020285           0.
     10330.0    0.0019458           0.
     10340.0    0.0018718           0.
     10350.0    0.0017873           0.
     10360.0    0.0017315           0.
     10370.0    0.0016566           0.
     10380.0    0.0016124           0.
     10390.0    0.0015422           0.
     10400.0    0.0015019           0.
     10410.0    0.0014375           0.
     10420.0     0.001402           0.
     10430.0    0.0013529           0.
     10440.0    0.0013068           0.
     10450.0    0.0012751           0.
     10460.0    0.0012367           0.
     10470.0     0.001203           0.
     10480.0    0.0011752           0.
     10490.0    0.0011396           0.
     10500.0    0.0011089           0.
     10510.0    0.0010801           0.
     10520.0     0.001057           0.
     10530.0    0.0010147           0.
     10540.0    0.0010157           0.
     10550.0    9.8684E-4           0.
     10560.0    9.6859E-4           0.
     10570.0    9.3726E-4           0.
     10580.0    9.1910E-4           0.
     10590.0    9.0632E-4           0.
     10600.0    8.8182E-4           0.
     10610.0    8.6327E-4           0.
     10620.0    8.5635E-4           0.
     10630.0    8.3771E-4           0.
     10640.0    8.2522E-4           0.
     10650.0    8.1273E-4           0.
     10660.0    7.9630E-4           0.
     10670.0    7.9668E-4           0.
     10680.0    7.8352E-4           0.
     10690.0    7.7122E-4           0.
     10700.0    7.6151E-4           0.
     10710.0    7.6094E-4           0.
     10720.0    7.4412E-4           0.
     10730.0    7.3230E-4           0.
     10740.0    7.3192E-4           0.
     10750.0    7.1808E-4           0.
     10760.0    7.1597E-4           0.
     10770.0    7.1943E-4           0.
     10780.0    7.2010E-4           0.
     10790.0    7.0011E-4           0.
     10800.0    7.1280E-4           0.
     10810.0    7.0713E-4           0.
     10820.0    6.9838E-4           0.
     10830.0    7.0770E-4           0.
     10840.0    7.0059E-4           0.
     10850.0    6.9915E-4           0.
     10860.0    7.0463E-4           0.
     10870.0    7.0501E-4           0.
     10880.0    7.0223E-4           0.
     10890.0    6.9550E-4           0.
     10900.0    6.9598E-4           0.
     10910.0    6.9598E-4           0.
     10920.0    6.9598E-4           0.
     10930.0    6.9598E-4           0.
     10940.0    6.9598E-4           0.
     10950.0    6.9598E-4           0.
     10960.0    6.9598E-4           0.
     10970.0    6.9598E-4           0.
     10980.0    6.9598E-4           0.
     10990.0    6.9598E-4           0.
     11000.0    6.9598E-4           0.
