;  Table pcf850lpsys.tab  Mon 12:21:20 02-Jun-97
;      WAVELENGTH      THROUGHPUT
;       angstroms                
         9451.813      0.02132009
          9453.38      0.02126158
         9454.947        0.021203
          9456.51      0.02114457
         9458.078       0.0210859
         9459.642      0.02102739
          9461.21      0.02097488
         9462.778      0.02092415
         9464.342      0.02087351
         9465.911       0.0208226
          9467.48      0.02077163
         9469.046       0.0207207
         9470.615      0.02066671
         9472.181      0.02060839
         9473.751      0.02054985
         9475.322      0.02049124
         9476.893      0.02043263
         9478.459      0.02037414
         9480.025      0.02031558
         9481.598      0.02025382
         9483.169       0.0201921
         9484.742      0.02013028
         9486.314      0.02006849
         9487.888      0.02000664
          9489.45       0.0199452
         9491.023      0.01988754
         9492.597      0.01983208
         9494.171      0.01977654
         9495.745      0.01972094
         9497.319       0.0196653
         9498.889      0.01960978
         9500.459       0.0195576
         9502.034      0.01951359
         9503.609       0.0194696
         9505.186       0.0194256
         9506.756      0.01938177
         9508.332      0.01933778
         9509.903      0.01929395
          9511.48      0.01924864
         9513.058      0.01920327
          9514.63      0.01915805
         9516.207      0.01911272
         9517.785      0.01906737
         9519.357      0.01902222
         9520.937      0.01897598
          9522.51      0.01892932
         9524.089      0.01888252
         9525.668      0.01883574
         9527.242      0.01878913
         9528.821      0.01874241
         9530.401      0.01869663
         9531.977      0.01865377
         9533.557      0.01861079
         9535.133      0.01856792
         9536.713      0.01852497
         9538.295      0.01848196
         9539.876      0.01843899
         9541.447      0.01839466
         9543.029       0.0183499
         9544.611      0.01830516
         9546.194      0.01826042
         9547.777      0.01821569
          9549.36      0.01817098
         9550.943      0.01812894
         9552.517      0.01808897
         9554.101      0.01804871
         9555.685      0.01800846
         9557.269      0.01796819
         9558.854       0.0179279
         9560.438      0.01788421
         9562.019      0.01783183
         9563.599      0.01777951
         9565.185      0.01772705
         9566.771      0.01767465
         9568.356      0.01762231
         9569.938      0.01757018
         9571.524      0.01752795
         9573.106      0.01748627
         9574.693      0.01744447
         9576.281      0.01740264
         9577.863      0.01736097
         9579.451      0.01731915
         9581.034      0.01727755
         9582.623      0.01723584
         9584.212      0.01719414
         9585.796      0.01715256
         9587.386      0.01711084
          9588.97      0.01706928
          9590.56      0.01702609
         9592.149      0.01698021
          9593.74      0.01693431
         9595.325      0.01688862
         9596.911      0.01684293
         9598.503      0.01679709
         9600.094      0.01675134
         9601.686      0.01670601
         9603.277      0.01666071
         9604.859      0.01661572
         9606.452      0.01657044
         9608.045      0.01652519
         9609.638      0.01647996
         9611.231      0.01643594
         9612.825       0.0163923
         9614.419      0.01634867
         9616.002      0.01630534
         9617.597      0.01626172
         9619.191      0.01621812
         9620.786       0.0161752
         9622.382      0.01613298
         9623.977      0.01609079
         9625.567       0.0160487
         9627.158      0.01600664
         9628.754      0.01596444
         9630.351      0.01592181
         9631.947      0.01587768
         9633.539       0.0158337
         9635.137      0.01578958
         9636.729      0.01574565
         9638.326      0.01570157
         9639.925      0.01565748
         9641.518       0.0156148
         9643.116      0.01557202
          9644.71       0.0155294
         9646.309      0.01548665
         9647.908      0.01544389
         9649.503      0.01540127
         9651.103      0.01535775
         9652.697      0.01531403
         9654.298      0.01527016
         9655.898      0.01522631
           9657.5      0.01518246
         9659.096      0.01513879
         9660.692      0.01509449
         9662.294      0.01504927
         9663.896      0.01500408
         9665.498      0.01495888
         9667.101      0.01491372
         9668.704      0.01486856
         9670.296      0.01482318
         9671.899      0.01477495
         9673.503      0.01472677
         9675.107      0.01467861
         9676.711      0.01463052
         9678.315      0.01458245
          9679.91      0.01453472
         9681.515      0.01449696
          9683.12      0.01445975
         9684.726      0.01442253
         9686.331      0.01438529
         9687.933      0.01434813
         9689.538      0.01431086
          9691.14      0.01426975
         9692.746      0.01422695
         9694.354      0.01418413
         9695.956      0.01414146
         9697.563      0.01409868
         9699.171      0.01405591
         9700.774      0.01401174
         9702.383      0.01396584
         9703.986      0.01392011
         9705.595      0.01387428
         9707.204      0.01382845
         9708.809       0.0137828
         9710.418      0.01373851
         9712.022      0.01369849
         9713.633      0.01365833
         9715.244      0.01361815
          9716.85      0.01357811
          9718.46      0.01353795
         9720.071      0.01349743
         9721.684      0.01344963
          9723.29      0.01340204
         9724.896      0.01335451
         9726.509      0.01330685
         9728.122      0.01325922
         9729.734      0.01321166
         9731.348      0.01316801
         9732.962      0.01312514
         9734.564      0.01308259
         9736.179      0.01303975
         9737.793      0.01299693
         9739.407      0.01295413
         9741.022      0.01291194
         9742.638      0.01287013
         9744.242      0.01282861
         9745.858       0.0127868
         9747.474      0.01274503
          9749.09      0.01270324
         9750.706       0.0126613
         9752.317      0.01261931
         9753.935      0.01257717
         9755.547      0.01253517
         9757.164      0.01249306
         9758.782      0.01245094
         9760.395      0.01240908
         9762.013      0.01236733
         9763.632      0.01232557
         9765.245      0.01228397
         9766.864      0.01224224
         9768.479      0.01220064
         9770.098       0.0121586
         9771.718       0.0121115
         9773.333       0.0120646
         9774.953      0.01201761
         9776.568       0.0119708
         9778.189      0.01192388
         9779.811      0.01187702
         9781.427       0.0118348
         9783.049      0.01179304
         9784.671      0.01175129
         9786.293      0.01170956
          9787.91      0.01166796
         9789.528      0.01162636
         9791.151       0.0115828
         9792.774      0.01153852
         9794.398      0.01149425
         9796.022      0.01145001
         9797.646      0.01140581
         9799.261       0.0113619
         9800.885      0.01131683
          9802.51        0.011271
         9804.136      0.01122518
         9805.761      0.01117944
         9807.387      0.01113372
         9809.008      0.01108818
         9810.629      0.01104454
         9812.255      0.01100371
         9813.882      0.01096287
          9815.51      0.01092202
         9817.132      0.01088133
         9818.759      0.01084052
         9820.382      0.01079906
          9822.01      0.01075501
         9823.639      0.01071098
         9825.262      0.01066713
         9826.891      0.01062317
         9828.515      0.01057938
         9830.145      0.01053532
         9831.774      0.01048992
         9833.399       0.0104447
         9835.029      0.01039939
         9836.655      0.01035424
         9838.286        0.010309
         9839.917      0.01026381
         9841.549      0.01022384
         9843.175       0.0101843
         9844.802      0.01014473
         9846.435      0.01010503
         9848.066      0.01006535
         9849.699      0.01002565
         9851.333     0.009982879
         9852.955      0.00993976
         9854.589     0.009896366
         9856.223     0.009853008
         9857.857     0.009809662
         9859.491     0.009766377
         9861.126     0.009724522
         9862.762     0.009683305
         9864.386     0.009642402
         9866.021     0.009601218
         9867.657     0.009560057
         9869.293     0.009518913
          9870.93     0.009476845
         9872.566     0.009434109
         9874.198     0.009391534
          9875.83     0.009348991
         9877.467     0.009306351
         9879.104     0.009263722
         9880.743     0.009221449
         9882.376     0.009179774
         9884.015     0.009137976
         9885.647     0.009096352
         9887.287     0.009054581
         9888.926     0.009012861
         9890.561     0.008970773
           9892.2     0.008927651
         9893.835     0.008884694
         9895.476     0.008841625
         9897.116     0.008798595
         9898.752     0.008755734
         9900.393      0.00871279
         9902.029     0.008670012
         9903.671     0.008627145
         9905.313     0.008584292
         9906.955     0.008541504
         9908.593     0.008498859
          9910.23     0.008456376
         9911.873     0.008414562
         9913.517     0.008372754
          9915.16     0.008330977
         9916.805     0.008289207
         9918.438     0.008247766
         9920.082     0.008206094
         9921.728     0.008165104
         9923.372     0.008124162
         9925.018     0.008083222
         9926.663     0.008042306
         9928.309     0.008001411
         9929.944     0.007960786
         9931.591     0.007919032
         9933.237     0.007877278
         9934.885     0.007835535
         9936.531     0.007793852
          9938.18      0.00775215
         9939.821     0.007710657
         9941.464     0.007669457
         9943.112     0.007628177
         9944.761     0.007586926
          9946.41      0.00754568
         9948.054     0.007504613
         9949.703     0.007463427
         9951.348     0.007422567
         9952.997     0.007381649
         9954.647     0.007340736
         9956.293     0.007299972
         9957.943     0.007259117
         9959.589     0.007218408
          9961.24     0.007176502
         9962.893     0.007134257
         9964.539     0.007092207
          9966.19     0.007050079
         9967.838     0.007008092
          9969.49     0.006966027
         9971.144     0.006926055
         9972.797     0.006887021
         9974.444     0.006848135
         9976.093     0.006809237
         9977.747     0.006770209
         9979.401     0.006731191
         9981.057     0.006690716
         9982.711     0.006649481
         9984.355     0.006608528
         9986.011     0.006567344
         9987.667     0.006526172
         9989.322     0.006485063
         9990.979     0.006444101
         9992.636     0.006403241
         9994.292     0.006362441
         9995.938     0.006321915
         9997.596     0.006281161
         9999.253     0.006240441
         10000.91     0.006209645
         10002.57     0.006187008
         10004.22     0.006164543
         10005.89     0.006141801
         10007.54     0.006119378
         10009.19     0.006096837
         10010.85     0.006074413
          10012.5     0.006052236
         10014.17     0.006029794
         10015.82     0.006007668
         10017.48     0.005985424
         10019.14     0.005963194
         10020.79     0.005940884
         10022.47     0.005918032
         10024.12     0.005895515
         10025.78     0.005872869
         10027.44     0.005850254
         10029.09     0.005827817
         10030.77      0.00580424
         10032.42     0.005780046
         10034.08     0.005755713
         10035.75     0.005731437
         10037.41     0.005707193
         10039.08     0.005682993
         10040.73     0.005659993
         10042.39     0.005638179
         10044.06     0.005616378
         10045.72     0.005594593
         10047.39     0.005572845
         10049.06     0.005551111
         10050.72     0.005528959
         10052.38     0.005506386
         10054.04     0.005483716
         10055.71     0.005461068
         10057.38      0.00543844
         10059.05     0.005415862
         10060.71     0.005392801
         10062.37     0.005369258
         10064.04     0.005345607
         10065.71     0.005321987
         10067.38     0.005298413
         10069.05     0.005274883
         10070.72     0.005252429
         10072.38      0.00523153
         10074.04     0.005210521
         10075.71     0.005189537
         10077.39     0.005168565
         10079.06     0.005147618
         10080.72     0.005126403
          10082.4     0.005104359
         10084.06     0.005082645
         10085.73      0.00506081
          10087.4     0.005038994
         10089.07     0.005017366
         10090.75     0.004995394
         10092.41      0.00497363
         10094.08     0.004951748
         10095.76     0.004929901
         10097.42     0.004908243
         10099.11     0.004886313
         10100.77     0.004864505
         10102.44     0.004842343
         10104.12     0.004820206
         10105.79     0.004798122
         10107.46     0.004776205
         10109.14     0.004754187
         10110.81     0.004733011
         10112.49     0.004712708
         10114.17     0.004692429
         10115.84     0.004672176
         10117.52     0.004651946
         10119.19     0.004631858
         10120.86     0.004611854
         10122.54     0.004592051
         10124.22     0.004572257
          10125.9     0.004552484
         10127.58     0.004532734
         10129.25     0.004513131
         10130.92      0.00449253
          10132.6     0.004471242
         10134.28     0.004449991
         10135.96     0.004428764
         10137.65     0.004407574
         10139.33     0.004386419
           10141.     0.004365615
         10142.68     0.004344819
         10144.36     0.004324057
         10146.04     0.004303317
         10147.72     0.004282624
          10149.4     0.004262083
         10151.08     0.004241407
         10152.76     0.004220744
         10154.43     0.004200236
         10156.13     0.004179499
          10157.8     0.004159058
         10159.49     0.004138509
         10161.17     0.004118244
         10162.84     0.004098246
         10164.54     0.004078023
         10166.21     0.004058076
          10167.9     0.004038032
         10169.58     0.004018018
         10171.27     0.003998102
         10172.96     0.003978242
         10174.63     0.003958537
         10176.32     0.003938737
         10178.01     0.003918955
          10179.7     0.003899203
         10181.38     0.003879085
         10183.07     0.003858902
         10184.76     0.003838754
         10186.44     0.003818771
         10188.13     0.003798693
         10189.82     0.003778639
          10191.5     0.003758648
         10193.19     0.003738694
         10194.88     0.003718764
         10196.58     0.003698869
         10198.25     0.003679136
         10199.95      0.00365931
         10201.64     0.003639207
         10203.33     0.003619131
         10205.02     0.003599095
          10206.7     0.003579212
         10208.39      0.00355924
         10210.09     0.003539364
         10211.78     0.003520588
         10213.47     0.003501828
         10215.15     0.003483212
         10216.85     0.003464503
         10218.54      0.00344581
         10220.24     0.003427092
         10221.93     0.003408086
         10223.61      0.00338923
         10225.31     0.003370274
           10227.     0.003351349
          10228.7     0.003332454
          10230.4     0.003313578
         10232.08     0.003294865
         10233.78     0.003276042
         10235.47      0.00325726
         10237.17     0.003238498
         10238.87     0.003219768
         10240.57     0.003200842
         10242.25     0.003181654
         10243.95     0.003162373
         10245.65     0.003143129
         10247.35     0.003123914
         10249.05     0.003104748
         10250.75     0.003085245
         10252.45      0.00306535
         10254.14     0.003045629
         10255.84     0.003025818
         10257.54     0.003006056
         10259.24     0.002986331
         10260.94     0.002967605
         10262.64     0.002949683
         10264.33     0.002931901
         10266.03     0.002914021
         10267.73     0.002896169
         10269.44     0.002878344
         10271.14     0.002859919
         10272.83     0.002841353
         10274.53     0.002822698
         10276.24     0.002804081
         10277.94     0.002785492
         10279.65     0.002766942
         10281.34     0.002749003
         10283.04     0.002731094
         10284.75     0.002713216
         10286.45     0.002695369
         10288.16     0.002677552
         10289.85     0.002659879
         10291.56     0.002642186
         10293.27      0.00262452
         10294.97     0.002606894
         10296.68     0.002589288
         10298.39     0.002571702
         10300.08     0.002554251
         10301.79     0.002536405
          10303.5     0.002518585
         10305.21     0.002500788
         10306.92     0.002483037
         10308.63     0.002465311
         10310.32     0.002447639
         10312.03     0.002429488
         10313.74     0.002411389
         10315.45     0.002393311
         10317.16     0.002375286
         10318.87     0.002357293
         10320.58     0.002339637
         10322.28     0.002322699
           10324.     0.002305663
         10325.71     0.002288657
         10327.42      0.00227168
         10329.13     0.002254733
         10330.84     0.002237657
         10332.56      0.00222046
         10334.26     0.002203406
         10335.97     0.002186277
         10337.69     0.002169173
          10339.4     0.002152104
         10341.12     0.002134973
         10342.82     0.002117949
         10344.53     0.002100844
         10346.25     0.002083775
         10347.96     0.002066733
         10349.68     0.002049727
         10351.38     0.002033122
          10353.1     0.002016504
         10354.82     0.001999908
         10356.53     0.001983342
         10358.25     0.001966808
         10359.96     0.001950408
         10361.67     0.001933486
         10363.39     0.001916582
         10365.11     0.001899726
         10366.83       0.0018829
         10368.54     0.001866227
         10370.26      0.00184952
         10371.98     0.001833144
          10373.7     0.001816801
         10375.42      0.00180049
         10377.14     0.001784203
         10378.86     0.001767959
         10380.57     0.001751704
         10382.29      0.00173511
         10384.01     0.001718547
         10385.73     0.001702025
         10387.45     0.001685544
         10389.17     0.001669093
         10390.89     0.001653039
         10392.61     0.001637128
         10394.33     0.001621258
         10396.06     0.001605409
         10397.78     0.001589593
          10399.5     0.001573808
         10401.22     0.001557939
         10402.94     0.001541909
         10404.67     0.001525909
         10406.39     0.001509955
         10408.12     0.001494029
         10409.83      0.00147825
         10411.56     0.001462367
         10413.28      0.00144652
         10415.01     0.001430711
         10416.74     0.001414941
         10418.45     0.001399306
         10420.18     0.001383605
         10421.91     0.001367956
         10423.63     0.001352345
         10425.36     0.001336763
         10427.08     0.001321325
         10428.81      0.00130581
         10430.54     0.001290426
         10432.27     0.001275255
           10434.     0.001260107
         10435.73     0.001244999
         10437.45     0.001230016
         10439.18     0.001214963
         10440.91     0.001199928
         10442.64     0.001184921
         10444.37     0.001169947
          10446.1     0.001155004
         10447.83     0.001140093
         10449.56     0.001125298
         10451.29     0.001110346
         10453.02     0.001095395
         10454.75     0.001080471
         10456.49     0.001065583
         10458.22      0.00105073
         10459.94     0.001036006
         10461.68      0.00102149
         10463.41     0.001007012
         10465.15     9.925523E-4
         10466.88     9.781207E-4
         10468.61     9.638141E-4
         10470.35     9.492187E-4
         10472.08     9.343745E-4
         10473.81     9.194753E-4
         10475.55     9.046139E-4
         10477.29     8.898072E-4
         10479.03     8.750382E-4
         10480.75     8.605798E-4
         10482.49     8.462683E-4
         10484.23     8.319900E-4
         10485.97     8.177452E-4
          10487.7     8.035336E-4
         10489.43     7.894429E-4
         10491.17     7.751894E-4
         10492.91     7.609251E-4
         10494.64     7.467875E-4
         10496.39     7.325052E-4
         10498.12     7.184369E-4
         10499.86     7.043197E-4
          10501.6     7.005174E-4
         10503.34     6.976252E-4
         10505.08     6.947384E-4
         10506.81     6.918745E-4
         10508.56     6.889966E-4
          10510.3     6.861063E-4
         10512.04     6.831335E-4
         10513.78     6.801687E-4
         10515.53     6.772085E-4
         10517.27     6.742527E-4
           10519.     6.713231E-4
         10520.75     6.684607E-4
         10522.49     6.657118E-4
         10524.24     6.629674E-4
         10525.98     6.602262E-4
         10527.73     6.574894E-4
         10529.46     6.547743E-4
         10531.21     6.520571E-4
         10532.95     6.493498E-4
          10534.7     6.466471E-4
         10536.45     6.439472E-4
         10538.19     6.412520E-4
         10539.93     6.385792E-4
         10541.68     6.358392E-4
         10543.42     6.331034E-4
         10545.17     6.303695E-4
         10546.92     6.276422E-4
         10548.66     6.249366E-4
         10550.41     6.221662E-4
         10552.16     6.192310E-4
         10553.91     6.163011E-4
         10555.66     6.133782E-4
         10557.39     6.104818E-4
         10559.14     6.075728E-4
         10560.89     6.048136E-4
         10562.65     6.021978E-4
          10564.4     5.995848E-4
         10566.14     5.969951E-4
         10567.89     5.943909E-4
         10569.64     5.917898E-4
         10571.39     5.889827E-4
         10573.15     5.861262E-4
          10574.9     5.832765E-4
         10576.64     5.804510E-4
          10578.4     5.776134E-4
         10580.15     5.748083E-4
          10581.9     5.722826E-4
         10583.66     5.697596E-4
         10585.41     5.672406E-4
         10587.17     5.647258E-4
         10588.91     5.622319E-4
         10590.67     5.596371E-4
         10592.42     5.569062E-4
         10594.18     5.541799E-4
         10595.94     5.514601E-4
         10597.69     5.487466E-4
         10599.44     5.460574E-4
          10601.2     5.434602E-4
         10602.95     5.409179E-4
         10604.71     5.383803E-4
         10606.47     5.358476E-4
         10608.22     5.333350E-4
         10609.98     5.308104E-4
         10611.74     5.283401E-4
         10613.49     5.258762E-4
         10615.25     5.234153E-4
           10617.     5.209736E-4
         10618.76     5.185215E-4
         10620.52     5.159864E-4
         10622.29     5.132531E-4
         10624.05     5.105285E-4
          10625.8     5.078277E-4
         10627.56     5.051161E-4
         10629.32     5.024114E-4
         10631.08     4.998709E-4
         10632.84     4.974350E-4
         10634.61     4.950037E-4
         10636.36     4.925918E-4
         10638.12     4.901683E-4
         10639.89     4.877495E-4
         10641.65     4.852861E-4
         10643.42     4.828257E-4
         10645.18     4.803694E-4
         10646.93     4.779330E-4
          10648.7     4.754854E-4
         10650.46     4.730435E-4
         10652.23     4.706079E-4
           10654.     4.681777E-4
         10655.76     4.657510E-4
         10657.53     4.633282E-4
         10659.29     4.609280E-4
         10661.05     4.584836E-4
         10662.82     4.560231E-4
         10664.59     4.535684E-4
         10666.36     4.511180E-4
         10668.13     4.486733E-4
         10669.89     4.462342E-4
         10671.65     4.436688E-4
         10673.42     4.410840E-4
         10675.19     4.385065E-4
         10676.96     4.359366E-4
         10678.73     4.333726E-4
         10680.49     4.309209E-4
         10682.26     4.286866E-4
         10684.03     4.264574E-4
          10685.8     4.242308E-4
         10687.58     4.220069E-4
         10689.33     4.198030E-4
         10691.11     4.174626E-4
         10692.88     4.150533E-4
         10694.65     4.126487E-4
         10696.43     4.102517E-4
         10698.19     4.078741E-4
         10699.96     4.054882E-4
         10701.74     4.031565E-4
         10703.51     4.008314E-4
         10705.29     3.985120E-4
         10707.05     3.962135E-4
         10708.82     3.939039E-4
          10710.6     3.915852E-4
         10712.38     3.892471E-4
         10714.15     3.869139E-4
         10715.93     3.845867E-4
         10717.69     3.822809E-4
         10719.47     3.799645E-4
         10721.25     3.777439E-4
         10723.02     3.755662E-4
          10724.8     3.733918E-4
         10726.58     3.712221E-4
         10728.36     3.690569E-4
         10730.13     3.669058E-4
         10731.91     3.646835E-4
         10733.68     3.624664E-4
         10735.46     3.602536E-4
         10737.25     3.580463E-4
         10739.03     3.558442E-4
         10740.79     3.536955E-4
         10742.57     3.515788E-4
         10744.36     3.494654E-4
         10746.14     3.473554E-4
         10747.92     3.452509E-4
         10749.69     3.431636E-4
         10751.47     3.410156E-4
         10753.25     3.388619E-4
         10755.04     3.367123E-4
         10756.82     3.345680E-4
         10758.59     3.324429E-4
         10760.38     3.302972E-4
         10762.16     3.281165E-4
         10763.94     3.259417E-4
         10765.73     3.237717E-4
          10767.5     3.216218E-4
         10769.29     3.194638E-4
         10771.07     3.172927E-4
         10772.86     3.151143E-4
         10774.65     3.129423E-4
         10776.43     3.107766E-4
         10778.21     3.086303E-4
         10779.99     3.064761E-4
         10781.78     3.043968E-4
         10783.57     3.023219E-4
         10785.36     3.002525E-4
         10787.15     2.981887E-4
         10788.93     2.961302E-4
         10790.71     2.940751E-4
          10792.5     2.919908E-4
         10794.29     2.899113E-4
         10796.08     2.878388E-4
         10797.87     2.857713E-4
         10799.66     2.837085E-4
         10801.44     2.816810E-4
         10803.23     2.796482E-4
         10805.02     2.776211E-4
         10806.81     2.755988E-4
          10808.6     2.735819E-4
          10810.4     2.715815E-4
         10812.18     2.696364E-4
         10813.97     2.676824E-4
         10815.76     2.657334E-4
         10817.56     2.637895E-4
         10819.35     2.618495E-4
         10821.13     2.599309E-4
         10822.93     2.580069E-4
         10824.72     2.560878E-4
         10826.51     2.541726E-4
         10828.31     2.522623E-4
         10830.09     2.503581E-4
         10831.89     2.482606E-4
         10833.69     2.461712E-4
         10835.48     2.440898E-4
         10837.28     2.420152E-4
         10839.06     2.399621E-4
         10840.86     2.379938E-4
         10842.66     2.361297E-4
         10844.46     2.342695E-4
         10846.25     2.324132E-4
         10848.05     2.305629E-4
         10849.84     2.287287E-4
         10851.64     2.268492E-4
         10853.44     2.249716E-4
         10855.24     2.230987E-4
         10857.04     2.212315E-4
         10858.84     2.193700E-4
         10860.64     2.175081E-4
         10862.43     2.156551E-4
         10864.23     2.137957E-4
         10866.03     2.119413E-4
         10867.83     2.100929E-4
         10869.63     2.082504E-4
         10871.43     2.064462E-4
         10873.22     2.046662E-4
         10875.03     2.028798E-4
         10876.83     2.010987E-4
         10878.63     1.993218E-4
         10880.44     1.975460E-4
         10882.24     1.957622E-4
         10884.03     1.939963E-4
         10885.84     1.922234E-4
         10887.64     1.904561E-4
         10889.45     1.886934E-4
         10891.25     1.869624E-4
         10893.05     1.852598E-4
         10894.85     1.835491E-4
         10896.66     1.818433E-4
         10898.47     1.801424E-4
         10900.27     1.784305E-4
         10902.07     1.766472E-4
         10903.88     1.748591E-4
         10905.69     1.730779E-4
         10907.49     1.713027E-4
          10909.3     1.695353E-4
          10911.1     1.678307E-4
         10912.91     1.661486E-4
         10914.72     1.644720E-4
         10916.53     1.628008E-4
         10918.34     1.611350E-4
         10920.15     1.594711E-4
         10921.95     1.577955E-4
         10923.76     1.561151E-4
         10925.57     1.544398E-4
         10927.38     1.527705E-4
         10929.19     1.511073E-4
           10931.     1.494432E-4
         10932.82     1.477804E-4
         10934.62     1.461345E-4
         10936.43     1.444842E-4
         10938.24     1.428393E-4
         10940.06     1.412010E-4
         10941.87     1.395787E-4
         10943.69     1.379624E-4
         10945.49     1.363634E-4
          10947.3     1.347582E-4
         10949.12     1.331600E-4
         10950.93     1.315875E-4
         10952.75     1.300389E-4
         10954.56     1.284962E-4
         10956.37     1.269677E-4
         10958.19     1.254343E-4
           10960.     1.239052E-4
         10961.82     1.223556E-4
         10963.63     1.208224E-4
         10965.44     1.192835E-4
         10967.26     1.177502E-4
         10969.08     1.162227E-4
          10970.9     1.147108E-4
         10972.72     1.132133E-4
         10974.54     1.117212E-4
         10976.34     1.102438E-4
         10978.16     1.087621E-4
         10979.98     1.072849E-4
          10981.8     1.057709E-4
         10983.63     1.042623E-4
         10985.45     1.027601E-4
         10987.26     1.012739E-4
         10989.08     9.978464E-5
          10990.9     9.832317E-5
         10992.72     9.688988E-5
         10994.54     9.546175E-5
         10996.36     9.404718E-5
         10998.18     9.262854E-5
           11000.     9.121739E-5
