# Vega spectrum from Kurucz models, resolution 500
# microns	erg/s/cm2/micron
0.762478	2.07345e+11
0.763242	2.06717e+11
0.764007	2.06088e+11
0.764773	2.05334e+11
0.765540	2.04706e+11
0.766307	2.03952e+11
0.767076	2.03324e+11
0.767845	2.02821e+11
0.768614	2.02193e+11
0.769385	2.01439e+11
0.770156	2.00811e+11
0.770928	2.00057e+11
0.771701	1.99428e+11
0.772475	1.98926e+11
0.773249	1.98423e+11
0.774024	1.97795e+11
0.774800	1.97041e+11
0.775577	1.96412e+11
0.776355	1.95156e+11
0.777133	1.92140e+11
0.777912	1.91135e+11
0.778692	1.93019e+11
0.779472	1.93271e+11
0.780254	1.92768e+11
0.781036	1.92140e+11
0.781819	1.91637e+11
0.782603	1.90883e+11
0.783387	1.90255e+11
0.784173	1.89627e+11
0.784959	1.88998e+11
0.785746	1.88370e+11
0.786534	1.87742e+11
0.787322	1.86988e+11
0.788111	1.86108e+11
0.788901	1.85605e+11
0.789692	1.84600e+11
0.790484	1.84349e+11
0.791276	1.84223e+11
0.792070	1.83720e+11
0.792864	1.83218e+11
0.793659	1.82464e+11
0.794454	1.81710e+11
0.795251	1.80956e+11
0.796048	1.80704e+11
0.796846	1.80327e+11
0.797645	1.79448e+11
0.798444	1.78442e+11
0.799245	1.77563e+11
0.800046	1.77437e+11
0.800848	1.77311e+11
0.801651	1.76809e+11
0.802455	1.76306e+11
0.803259	1.75804e+11
0.804064	1.75175e+11
0.804870	1.74673e+11
0.805677	1.74044e+11
0.806485	1.73542e+11
0.807294	1.73039e+11
0.808103	1.72411e+11
0.808913	1.71908e+11
0.809724	1.71405e+11
0.810536	1.70777e+11
0.811348	1.70274e+11
0.812162	1.69772e+11
0.812976	1.69143e+11
0.813791	1.68641e+11
0.814607	1.68138e+11
0.815423	1.67635e+11
0.816241	1.67007e+11
0.817059	1.66504e+11
0.817878	1.65876e+11
0.818698	1.65122e+11
0.819519	1.64368e+11
0.820340	1.63865e+11
0.821163	1.63237e+11
0.821986	1.62735e+11
0.822810	1.62232e+11
0.823635	1.61855e+11
0.824461	1.61352e+11
0.825287	1.60975e+11
0.826114	1.60850e+11
0.826943	1.60598e+11
0.827772	1.60096e+11
0.828601	1.59593e+11
0.829432	1.59090e+11
0.830264	1.58713e+11
0.831096	1.58336e+11
0.831929	1.57834e+11
0.832763	1.57080e+11
0.833598	1.56326e+11
0.834434	1.56074e+11
0.835270	1.55823e+11
0.836108	1.55446e+11
0.836946	1.54943e+11
0.837785	1.54441e+11
0.838625	1.53812e+11
0.839465	1.53310e+11
0.840307	1.52807e+11
0.841149	1.52053e+11
0.841993	1.51550e+11
0.842837	1.50922e+11
0.843682	1.49414e+11
0.844527	1.48032e+11
0.845374	1.48283e+11
0.846222	1.47529e+11
0.847070	1.46398e+11
0.847919	1.47529e+11
0.848769	1.47655e+11
0.849620	1.43759e+11
0.850472	1.40869e+11
0.851324	1.43759e+11
0.852178	1.46901e+11
0.853032	1.45770e+11
0.853887	1.38984e+11
0.854743	1.33832e+11
0.855600	1.38607e+11
0.856458	1.45142e+11
0.857317	1.47152e+11
0.858176	1.44513e+11
0.859036	1.36094e+11
0.859897	1.27674e+11
0.860760	1.31319e+11
0.861623	1.40995e+11
0.862486	1.46650e+11
0.863351	1.48032e+11
0.864216	1.46147e+11
0.865083	1.38858e+11
0.865950	1.25563e+11
0.866818	1.18262e+11
0.867687	1.27297e+11
0.868557	1.39361e+11
0.869428	1.46398e+11
0.870299	1.49288e+11
0.871172	1.49791e+11
0.872045	1.47906e+11
0.872919	1.42754e+11
0.873794	1.31947e+11
0.874670	1.17194e+11
0.875547	1.13035e+11
0.876425	1.24897e+11
0.877304	1.37853e+11
0.878183	1.45393e+11
0.879064	1.49288e+11
0.879945	1.50796e+11
0.880827	1.50796e+11
0.881710	1.50042e+11
0.882594	1.47781e+11
0.883479	1.43508e+11
0.884364	1.35340e+11
0.885251	1.22283e+11
0.886138	1.08812e+11
0.887027	1.09755e+11
0.887916	1.23226e+11
0.888806	1.34837e+11
0.889697	1.41623e+11
0.890589	1.44890e+11
0.891482	1.46273e+11
0.892376	1.46775e+11
0.893270	1.47027e+11
0.894166	1.47278e+11
0.895062	1.46775e+11
0.895959	1.45644e+11
0.896858	1.43759e+11
0.897757	1.40869e+11
0.898657	1.36094e+11
0.899558	1.28177e+11
0.900460	1.15623e+11
0.901362	1.02868e+11
0.902266	1.04037e+11
0.903170	1.16943e+11
0.904076	1.27800e+11
0.904982	1.33832e+11
0.905889	1.36219e+11
0.906798	1.37602e+11
0.907707	1.38733e+11
0.908617	1.38607e+11
0.909527	1.38356e+11
0.910439	1.38733e+11
0.911352	1.38733e+11
0.912266	1.38733e+11
0.913180	1.38607e+11
0.914096	1.38230e+11
0.915012	1.37602e+11
0.915929	1.36722e+11
0.916848	1.35465e+11
0.917767	1.33706e+11
0.918687	1.31570e+11
0.919608	1.28177e+11
0.920530	1.22283e+11
0.921452	1.12419e+11
0.922376	9.95508e+10
0.923301	9.41221e+10
0.924227	1.02944e+11
0.925153	1.14140e+11
0.926081	1.20348e+11
0.927009	1.24307e+11
0.927938	1.27800e+11
0.928868	1.29182e+11
0.929800	1.29685e+11
0.930732	1.29811e+11
0.931665	1.29685e+11
0.932599	1.29434e+11
0.933534	1.29182e+11
0.934470	1.28931e+11
0.935407	1.28554e+11
0.936344	1.28177e+11
0.937283	1.27800e+11
0.938223	1.27172e+11
0.939163	1.26292e+11
0.940105	1.25400e+11
0.941047	1.24596e+11
0.941990	1.24721e+11
0.942935	1.24759e+11
0.943880	1.24357e+11
0.944826	1.23842e+11
0.945774	1.23238e+11
0.946722	1.22522e+11
0.947671	1.21693e+11
0.948621	1.20599e+11
0.949572	1.19142e+11
0.950524	1.16955e+11
0.951477	1.13487e+11
0.952430	1.07732e+11
0.953385	9.83067e+10
0.954341	8.75373e+10
0.955298	8.66828e+10
0.956255	9.65097e+10
0.957214	1.05495e+11
0.958174	1.10659e+11
0.959134	1.13336e+11
0.960096	1.14505e+11
0.961058	1.15007e+11
0.962022	1.15007e+11
0.962986	1.14932e+11
0.963952	1.15121e+11
0.964918	1.14982e+11
0.965885	1.14367e+11
0.966854	1.14304e+11
0.967823	1.14329e+11
0.968793	1.14040e+11
0.969764	1.13726e+11
0.970737	1.13437e+11
0.971710	1.13085e+11
0.972684	1.12695e+11
0.973659	1.12281e+11
0.974635	1.11904e+11
0.975612	1.11564e+11
0.976590	1.11212e+11
0.977569	1.10823e+11
0.978549	1.10433e+11
0.979530	1.10056e+11
0.980512	1.09667e+11
0.981495	1.09252e+11
0.982479	1.08812e+11
0.983464	1.08448e+11
0.984450	1.08058e+11
0.985437	1.07543e+11
0.986425	1.07141e+11
0.987414	1.06864e+11
0.988404	1.06337e+11
0.989394	1.05721e+11
0.990386	1.05545e+11
0.991379	1.05281e+11
0.992373	1.04816e+11
0.993368	1.04288e+11
0.994364	1.03886e+11
0.995361	1.03471e+11
0.996358	1.02944e+11
0.997357	1.02290e+11
0.998357	1.01461e+11
0.999358	1.00317e+11
1.00036	9.87591e+10
1.00136	9.64720e+10
1.00237	9.26267e+10
1.00337	8.61048e+10
1.00438	7.71324e+10
1.00538	7.32619e+10
1.00639	7.96080e+10
1.00740	8.74871e+10
1.00841	9.21366e+10
1.00942	9.44614e+10
1.01043	9.57055e+10
1.01145	9.61704e+10
1.01246	9.63589e+10
1.01348	9.66857e+10
1.01449	9.67988e+10
1.01551	9.66480e+10
1.01653	9.64343e+10
1.01755	9.61956e+10
1.01857	9.59191e+10
1.01959	9.56552e+10
1.02061	9.53913e+10
1.02163	9.50897e+10
1.02266	9.47881e+10
1.02368	9.44740e+10
1.02471	9.41598e+10
1.02574	9.38457e+10
1.02676	9.35441e+10
1.02779	9.32299e+10
1.02882	9.29032e+10
1.02985	9.25890e+10
1.03089	9.22749e+10
1.03192	9.19356e+10
1.03296	9.15586e+10
1.03399	9.12570e+10
1.03503	9.09931e+10
1.03606	9.06664e+10
1.03710	9.03145e+10
1.03814	9.00381e+10
1.03918	8.97490e+10
1.04023	8.94349e+10
1.04127	8.91333e+10
1.04231	8.88317e+10
1.04336	8.85175e+10
1.04440	8.81280e+10
1.04545	8.76002e+10
1.04650	8.72860e+10
1.04755	8.71729e+10
1.04860	8.69467e+10
1.04965	8.66074e+10
1.05070	8.62304e+10
1.05175	8.59288e+10
1.05281	8.56649e+10
1.05386	8.53508e+10
1.05492	8.50492e+10
1.05598	8.48104e+10
1.05704	8.45340e+10
1.05810	8.41821e+10
1.05916	8.38428e+10
1.06022	8.35915e+10
1.06128	8.33527e+10
1.06235	8.30763e+10
1.06341	8.27621e+10
1.06448	8.24857e+10
1.06554	8.21715e+10
1.06661	8.17694e+10
1.06768	8.09023e+10
1.06875	7.97965e+10
1.06982	7.98216e+10
1.07090	8.01232e+10
1.07197	8.00729e+10
1.07304	7.97336e+10
1.07412	7.95828e+10
1.07520	7.93818e+10
1.07627	7.91556e+10
1.07735	7.89545e+10
1.07843	7.86403e+10
1.07951	7.83136e+10
1.08060	7.79618e+10
1.08168	7.75471e+10
1.08276	7.71198e+10
1.08385	7.67931e+10
1.08494	7.64412e+10
1.08602	7.58506e+10
1.08711	7.50841e+10
1.08820	7.42673e+10
1.08929	7.30483e+10
1.09039	7.10000e+10
1.09148	6.75568e+10
1.09257	6.22664e+10
1.09367	5.68126e+10
1.09477	5.73781e+10
1.09586	6.29198e+10
1.09696	6.73934e+10
1.09806	6.98439e+10
1.09916	7.11508e+10
1.10026	7.18042e+10
1.10137	7.20681e+10
1.10247	7.21435e+10
1.10358	7.21561e+10
1.10468	7.20681e+10
1.10579	7.19299e+10
1.10690	7.17540e+10
1.10801	7.15655e+10
1.10912	7.13519e+10
1.11023	7.11382e+10
1.11134	7.08995e+10
1.11246	7.06481e+10
1.11357	7.04094e+10
1.11469	7.01957e+10
1.11581	6.99821e+10
1.11693	6.97434e+10
1.11805	6.94920e+10
1.11917	6.92407e+10
1.12029	6.90145e+10
1.12141	6.87883e+10
1.12254	6.85621e+10
1.12366	6.83234e+10
1.12479	6.80595e+10
1.12591	6.77956e+10
1.12704	6.75065e+10
1.12817	6.68531e+10
1.12930	6.61117e+10
1.13044	6.60865e+10
1.13157	6.63504e+10
1.13270	6.61494e+10
1.13384	6.58981e+10
1.13498	6.58603e+10
1.13611	6.56844e+10
1.13725	6.54331e+10
1.13839	6.52069e+10
1.13953	6.49933e+10
1.14068	6.47545e+10
1.14182	6.45660e+10
1.14296	6.43649e+10
1.14411	6.40759e+10
1.14526	6.38120e+10
1.14641	6.36738e+10
1.14756	6.34853e+10
1.14871	6.32717e+10
1.14986	6.30455e+10
1.15101	6.28193e+10
1.15216	6.26057e+10
1.15332	6.23795e+10
1.15447	6.21658e+10
1.15563	6.19396e+10
1.15679	6.17134e+10
1.15795	6.14998e+10
1.15911	6.12611e+10
1.16027	6.09846e+10
1.16144	6.06704e+10
1.16260	6.03940e+10
1.16377	6.02432e+10
1.16493	5.99290e+10
1.16610	5.94515e+10
1.16727	5.93258e+10
1.16844	5.94138e+10
1.16961	5.93510e+10
1.17078	5.91750e+10
1.17196	5.89614e+10
1.17313	5.86850e+10
1.17431	5.81320e+10
1.17549	5.75037e+10
1.17666	5.76168e+10
1.17784	5.77550e+10
1.17902	5.76168e+10
1.18021	5.74157e+10
1.18139	5.72273e+10
1.18257	5.69508e+10
1.18376	5.66115e+10
1.18495	5.64607e+10
1.18613	5.63853e+10
1.18732	5.61968e+10
1.18851	5.58952e+10
1.18971	5.55936e+10
1.19090	5.55559e+10
1.19209	5.55057e+10
1.19329	5.53046e+10
1.19448	5.50281e+10
1.19568	5.47894e+10
1.19688	5.46763e+10
1.19808	5.44501e+10
1.19928	5.42239e+10
1.20048	5.41108e+10
1.20169	5.39474e+10
1.20289	5.36835e+10
1.20410	5.34950e+10
1.20530	5.33819e+10
1.20651	5.31934e+10
1.20772	5.29170e+10
1.20893	5.26657e+10
1.21014	5.25400e+10
1.21136	5.23892e+10
1.21257	5.22510e+10
1.21379	5.20876e+10
1.21500	5.19117e+10
1.21622	5.17232e+10
1.21744	5.15221e+10
1.21866	5.13336e+10
1.21988	5.11577e+10
1.22111	5.09818e+10
1.22233	5.08058e+10
1.22356	5.06048e+10
1.22478	5.03911e+10
1.22601	5.02027e+10
1.22724	5.00267e+10
1.22847	4.98885e+10
1.22970	4.97251e+10
1.23093	4.95366e+10
1.23217	4.93356e+10
1.23340	4.91471e+10
1.23464	4.89711e+10
1.23588	4.88329e+10
1.23712	4.86821e+10
1.23836	4.85062e+10
1.23960	4.83428e+10
1.24084	4.81795e+10
1.24209	4.80035e+10
1.24333	4.78276e+10
1.24458	4.76391e+10
1.24582	4.74003e+10
1.24707	4.71867e+10
1.24832	4.70988e+10
1.24958	4.69731e+10
1.25083	4.68097e+10
1.25208	4.66338e+10
1.25334	4.64579e+10
1.25459	4.62694e+10
1.25585	4.60306e+10
1.25711	4.58170e+10
1.25837	4.56788e+10
1.25963	4.55405e+10
1.26089	4.53395e+10
1.26216	4.51761e+10
1.26342	4.50756e+10
1.26469	4.49373e+10
1.26596	4.47488e+10
1.26723	4.45604e+10
1.26850	4.43593e+10
1.26977	4.41582e+10
1.27104	4.39320e+10
1.27232	4.36807e+10
1.27359	4.33665e+10
1.27487	4.29770e+10
1.27615	4.24492e+10
1.27743	4.16324e+10
1.27871	4.03129e+10
1.27999	3.80510e+10
1.28127	3.50099e+10
1.28256	3.41554e+10
1.28384	3.65807e+10
1.28513	3.89934e+10
1.28642	4.03004e+10
1.28771	4.09412e+10
1.28900	4.12428e+10
1.29029	4.13685e+10
1.29158	4.13936e+10
1.29288	4.13559e+10
1.29418	4.12680e+10
1.29547	4.11674e+10
1.29677	4.10669e+10
1.29807	4.09412e+10
1.29937	4.08281e+10
1.30068	4.06899e+10
1.30198	4.05642e+10
1.30328	4.04260e+10
1.30459	4.02878e+10
1.30590	4.01496e+10
1.30721	4.00113e+10
1.30852	3.98731e+10
1.30983	3.97349e+10
1.31114	3.95966e+10
1.31246	3.94333e+10
1.31377	3.92950e+10
1.31509	3.91317e+10
1.31641	3.89432e+10
1.31773	3.88301e+10
1.31905	3.87547e+10
1.32037	3.86290e+10
1.32170	3.84908e+10
1.32302	3.83526e+10
1.32435	3.82269e+10
1.32567	3.80887e+10
1.32700	3.79504e+10
1.32833	3.78122e+10
1.32967	3.76865e+10
1.33100	3.75483e+10
1.33233	3.74226e+10
1.33367	3.72844e+10
1.33501	3.71462e+10
1.33634	3.70205e+10
1.33768	3.68823e+10
1.33902	3.67566e+10
1.34037	3.66184e+10
1.34171	3.64802e+10
1.34306	3.63545e+10
1.34440	3.62288e+10
1.34575	3.60781e+10
1.34710	3.59398e+10
1.34845	3.58267e+10
1.34980	3.56885e+10
1.35115	3.55503e+10
1.35251	3.54372e+10
1.35387	3.53115e+10
1.35522	3.51733e+10
1.35658	3.50602e+10
1.35794	3.49345e+10
1.35930	3.48088e+10
1.36066	3.46957e+10
1.36203	3.45701e+10
1.36339	3.44444e+10
1.36476	3.43062e+10
1.36613	3.41805e+10
1.36750	3.40674e+10
1.36887	3.39166e+10
1.37024	3.37658e+10
1.37162	3.36779e+10
1.37299	3.35773e+10
1.37437	3.34265e+10
1.37575	3.33134e+10
1.37712	3.32129e+10
1.37850	3.31124e+10
1.37989	3.29993e+10
1.38127	3.28862e+10
1.38265	3.27605e+10
1.38404	3.26474e+10
1.38543	3.25343e+10
1.38682	3.24212e+10
1.38821	3.23081e+10
1.38960	3.21825e+10
1.39099	3.20694e+10
1.39239	3.19437e+10
1.39378	3.18181e+10
1.39518	3.17050e+10
1.39658	3.16044e+10
1.39798	3.15039e+10
1.39938	3.13782e+10
1.40078	3.12651e+10
1.40219	3.11646e+10
1.40359	3.10515e+10
1.40500	3.09384e+10
1.40641	3.08253e+10
1.40782	3.07248e+10
1.40923	3.06117e+10
1.41064	3.04986e+10
1.41206	3.03855e+10
1.41347	3.02724e+10
1.41489	3.01719e+10
1.41631	3.00588e+10
1.41773	2.99457e+10
1.41915	2.98451e+10
1.42057	2.97320e+10
1.42200	2.96315e+10
1.42342	2.95184e+10
1.42485	2.94179e+10
1.42628	2.93173e+10
1.42771	2.92042e+10
1.42914	2.91037e+10
1.43057	2.89906e+10
1.43200	2.88901e+10
1.43344	2.87896e+10
1.43488	2.86890e+10
1.43632	2.85885e+10
1.43776	2.84754e+10
1.43920	2.83120e+10
1.44064	2.81361e+10
1.44208	2.80230e+10
1.44353	2.79602e+10
1.44498	2.79225e+10
1.44643	2.78596e+10
1.44788	2.77717e+10
1.44933	2.76586e+10
1.45078	2.75580e+10
1.45223	2.74450e+10
1.45369	2.72942e+10
1.45515	2.71811e+10
1.45661	2.71434e+10
1.45807	2.70805e+10
1.45953	2.69800e+10
1.46099	2.68795e+10
1.46246	2.67664e+10
1.46392	2.66407e+10
1.46539	2.65779e+10
1.46686	2.65025e+10
1.46833	2.64145e+10
1.46980	2.63265e+10
1.47127	2.62386e+10
1.47275	2.61381e+10
1.47423	2.60375e+10
1.47570	2.59370e+10
1.47718	2.58365e+10
1.47866	2.57359e+10
1.48015	2.56605e+10
1.48163	2.55851e+10
1.48312	2.54972e+10
1.48460	2.53966e+10
1.48609	2.52961e+10
1.48758	2.51704e+10
1.48907	2.51076e+10
1.49057	2.50573e+10
1.49206	2.49819e+10
1.49356	2.48940e+10
1.49505	2.48060e+10
1.49655	2.47055e+10
1.49805	2.46175e+10
1.49955	2.45421e+10
1.50106	2.44542e+10
1.50256	2.43285e+10
1.50407	2.42154e+10
1.50558	2.41526e+10
1.50709	2.41023e+10
1.50860	2.40143e+10
1.51011	2.39264e+10
1.51162	2.38510e+10
1.51314	2.37630e+10
1.51465	2.36750e+10
1.51617	2.35996e+10
1.51769	2.35117e+10
1.51921	2.34112e+10
1.52074	2.33357e+10
1.52226	2.32604e+10
1.52379	2.31724e+10
1.52532	2.30467e+10
1.52684	2.29462e+10
1.52838	2.28959e+10
1.52991	2.28457e+10
1.53144	2.27451e+10
1.53298	2.25943e+10
1.53451	2.24561e+10
1.53605	2.24184e+10
1.53759	2.24310e+10
1.53913	2.23807e+10
1.54068	2.22550e+10
1.54222	2.20414e+10
1.54377	2.18278e+10
1.54531	2.17901e+10
1.54686	2.18655e+10
1.54841	2.19032e+10
1.54997	2.18781e+10
1.55152	2.17524e+10
1.55308	2.15136e+10
1.55463	2.11618e+10
1.55619	2.09356e+10
1.55775	2.10361e+10
1.55931	2.12372e+10
1.56088	2.13377e+10
1.56244	2.13377e+10
1.56401	2.12497e+10
1.56558	2.10864e+10
1.56714	2.07722e+10
1.56872	2.02570e+10
1.57029	1.98423e+10
1.57186	1.99805e+10
1.57344	2.03575e+10
1.57502	2.05963e+10
1.57659	2.06717e+10
1.57818	2.06842e+10
1.57976	2.06340e+10
1.58134	2.05335e+10
1.58293	2.03324e+10
1.58451	1.99805e+10
1.58610	1.93522e+10
1.58769	1.86234e+10
1.58928	1.85480e+10
1.59088	1.91260e+10
1.59247	1.96287e+10
1.59407	1.98674e+10
1.59567	1.99554e+10
1.59727	1.99680e+10
1.59887	1.99303e+10
1.60047	1.98549e+10
1.60207	1.97543e+10
1.60368	1.96287e+10
1.60529	1.94025e+10
1.60690	1.90129e+10
1.60851	1.83218e+10
1.61012	1.73667e+10
1.61174	1.69897e+10
1.61335	1.76306e+10
1.61497	1.83720e+10
1.61659	1.87993e+10
1.61821	1.89878e+10
1.61983	1.90632e+10
1.62145	1.90758e+10
1.62308	1.90506e+10
1.62471	1.90129e+10
1.62634	1.89501e+10
1.62797	1.88747e+10
1.62960	1.87867e+10
1.63123	1.86736e+10
1.63287	1.85103e+10
1.63450	1.82589e+10
1.63614	1.78694e+10
1.63778	1.72034e+10
1.63942	1.62232e+10
1.64107	1.55572e+10
1.64271	1.59970e+10
1.64436	1.68641e+10
1.64601	1.74296e+10
1.64766	1.77186e+10
1.64931	1.78568e+10
1.65096	1.79071e+10
1.65262	1.79196e+10
1.65428	1.78945e+10
1.65593	1.78568e+10
1.65759	1.78065e+10
1.65926	1.77437e+10
1.66092	1.76935e+10
1.66258	1.76181e+10
1.66425	1.75427e+10
1.66592	1.74673e+10
1.66759	1.73793e+10
1.66926	1.72788e+10
1.67093	1.71405e+10
1.67261	1.69646e+10
1.67429	1.67258e+10
1.67597	1.63363e+10
1.67765	1.57205e+10
1.67933	1.47906e+10
1.68101	1.41623e+10
1.68270	1.45896e+10
1.68438	1.54064e+10
1.68607	1.59467e+10
1.68776	1.61981e+10
1.68945	1.63111e+10
1.69115	1.63865e+10
1.69284	1.64117e+10
1.69454	1.63991e+10
1.69624	1.63614e+10
1.69794	1.63111e+10
1.69964	1.62609e+10
1.70135	1.62106e+10
1.70305	1.61604e+10
1.70476	1.60975e+10
1.70647	1.60473e+10
1.70818	1.59719e+10
1.70989	1.58965e+10
1.71160	1.58462e+10
1.71332	1.57959e+10
1.71504	1.57457e+10
1.71676	1.56703e+10
1.71848	1.56074e+10
1.72020	1.55320e+10
1.72193	1.54441e+10
1.72365	1.53561e+10
1.72538	1.52556e+10
1.72711	1.51173e+10
1.72884	1.49414e+10
1.73057	1.46775e+10
1.73231	1.42377e+10
1.73405	1.35214e+10
1.73578	1.27172e+10
1.73752	1.26669e+10
1.73927	1.33706e+10
1.74101	1.39864e+10
1.74276	1.43005e+10
1.74450	1.44388e+10
1.74625	1.44890e+10
1.74800	1.45267e+10
1.74975	1.45142e+10
1.75151	1.44890e+10
1.75326	1.44639e+10
1.75502	1.44262e+10
1.75678	1.43885e+10
1.75854	1.43382e+10
1.76031	1.42880e+10
1.76207	1.42251e+10
1.76384	1.41749e+10
1.76560	1.41246e+10
1.76737	1.40869e+10
1.76915	1.40366e+10
1.77092	1.39989e+10
1.77270	1.39361e+10
1.77447	1.38858e+10
1.77625	1.38230e+10
1.77803	1.37727e+10
1.77981	1.37225e+10
1.78160	1.36722e+10
1.78339	1.36219e+10
1.78517	1.35717e+10
1.78696	1.35214e+10
1.78875	1.34712e+10
1.79055	1.34209e+10
1.79234	1.33706e+10
1.79414	1.33204e+10
1.79594	1.32701e+10
1.79774	1.32073e+10
1.79954	1.31444e+10
1.80134	1.30439e+10
1.80315	1.29685e+10
1.80496	1.29308e+10
1.80677	1.28428e+10
1.80858	1.27297e+10
1.81039	1.25664e+10
1.81221	1.23150e+10
1.81402	1.18865e+10
1.81584	1.12155e+10
1.81766	1.06877e+10
1.81948	1.09554e+10
1.82131	1.15598e+10
1.82313	1.19418e+10
1.82496	1.21366e+10
1.82679	1.22422e+10
1.82862	1.22824e+10
1.83046	1.22761e+10
1.83229	1.22472e+10
1.83413	1.22258e+10
1.83597	1.22007e+10
1.83781	1.21630e+10
1.83965	1.21228e+10
1.84149	1.20801e+10
1.84334	1.20361e+10
1.84519	1.19921e+10
1.84704	1.19468e+10
1.84889	1.19029e+10
1.85074	1.18551e+10
1.85260	1.18036e+10
1.85446	1.17508e+10
1.85631	1.17005e+10
1.85818	1.16541e+10
1.86004	1.16025e+10
1.86190	1.15372e+10
1.86377	1.14668e+10
1.86564	1.13826e+10
1.86751	1.12632e+10
1.86938	1.10823e+10
1.87125	1.07694e+10
1.87313	1.02089e+10
1.87501	9.60825e+09
1.87689	9.73014e+09
1.87877	1.03170e+10
1.88065	1.06927e+10
1.88254	1.08548e+10
1.88443	1.09114e+10
1.88631	1.09353e+10
1.88821	1.09390e+10
1.89010	1.09202e+10
1.89199	1.08812e+10
1.89389	1.08460e+10
1.89579	1.08247e+10
1.89769	1.07970e+10
1.89959	1.07618e+10
1.90150	1.07254e+10
1.90340	1.06864e+10
1.90531	1.06487e+10
1.90722	1.06098e+10
1.90913	1.05696e+10
1.91105	1.05306e+10
1.91296	1.04904e+10
1.91488	1.04502e+10
1.91680	1.04100e+10
1.91872	1.03685e+10
1.92065	1.03270e+10
1.92257	1.02843e+10
1.92450	1.02403e+10
1.92643	1.01938e+10
1.92836	1.01448e+10
1.93029	1.00933e+10
1.93223	1.00330e+10
1.93416	9.95885e+09
1.93610	9.85957e+09
1.93804	9.71255e+09
1.93999	9.47630e+09
1.94193	9.07166e+09
1.94388	8.55393e+09
1.94583	8.44460e+09
1.94778	8.85803e+09
1.94973	9.23880e+09
1.95169	9.43358e+09
1.95364	9.52028e+09
1.95560	9.55296e+09
1.95756	9.55547e+09
1.95952	9.54416e+09
1.96149	9.52280e+09
1.96345	9.49766e+09
1.96542	9.46876e+09
1.96739	9.43986e+09
1.96937	9.40718e+09
1.97134	9.36949e+09
1.97332	9.33430e+09
1.97529	9.30540e+09
1.97727	9.27398e+09
1.97926	9.24131e+09
1.98124	9.20738e+09
1.98323	9.17345e+09
1.98521	9.13952e+09
1.98720	9.10685e+09
1.98920	9.07292e+09
1.99119	9.03899e+09
1.99319	9.00506e+09
1.99519	8.97239e+09
1.99719	8.93846e+09
1.99919	8.90579e+09
2.00119	8.87186e+09
2.00320	8.83919e+09
2.00521	8.80526e+09
2.00722	8.77258e+09
2.00923	8.74117e+09
2.01124	8.70850e+09
2.01326	8.67457e+09
2.01528	8.64189e+09
2.01730	8.61048e+09
2.01932	8.57780e+09
2.02134	8.54513e+09
2.02337	8.51372e+09
2.02540	8.48230e+09
2.02743	8.44963e+09
2.02946	8.41696e+09
2.03150	8.38554e+09
2.03353	8.35538e+09
2.03557	8.32396e+09
2.03761	8.29255e+09
2.03966	8.26113e+09
2.04170	8.23097e+09
2.04375	8.20081e+09
2.04580	8.16940e+09
2.04785	8.13924e+09
2.04990	8.10782e+09
2.05195	8.07766e+09
2.05401	8.04750e+09
2.05607	8.01734e+09
2.05813	7.98719e+09
2.06020	7.95577e+09
2.06226	7.92561e+09
2.06433	7.89545e+09
2.06640	7.86655e+09
2.06847	7.83765e+09
2.07054	7.80749e+09
2.07262	7.77858e+09
2.07470	7.74968e+09
2.07678	7.72078e+09
2.07886	7.69188e+09
2.08094	7.66297e+09
2.08303	7.63407e+09
2.08512	7.60517e+09
2.08721	7.57626e+09
2.08930	7.54736e+09
2.09139	7.51720e+09
2.09349	7.48956e+09
2.09559	7.46317e+09
2.09769	7.43552e+09
2.09979	7.40536e+09
2.10190	7.37395e+09
2.10401	7.34630e+09
2.10612	7.32242e+09
2.10823	7.29603e+09
2.11034	7.26839e+09
2.11246	7.23949e+09
2.11457	7.21058e+09
2.11669	7.18042e+09
2.11882	7.14901e+09
2.12094	7.12011e+09
2.12307	7.09749e+09
2.12519	7.06733e+09
2.12732	7.03842e+09
2.12946	7.01581e+09
2.13159	6.99193e+09
2.13373	6.96680e+09
2.13587	6.93789e+09
2.13801	6.90899e+09
2.14015	6.88260e+09
2.14230	6.85370e+09
2.14445	6.82480e+09
2.14660	6.79464e+09
2.14875	6.76196e+09
2.15090	6.72552e+09
2.15306	6.68280e+09
2.15522	6.62876e+09
2.15738	6.55588e+09
2.15954	6.44152e+09
2.16170	6.24800e+09
2.16387	5.94012e+09
2.16604	5.72147e+09
2.16821	5.87604e+09
2.17039	6.14119e+09
2.17256	6.29324e+09
2.17474	6.35984e+09
2.17692	6.38497e+09
2.17910	6.38749e+09
2.18129	6.38120e+09
2.18347	6.36738e+09
2.18566	6.35104e+09
2.18785	6.33094e+09
2.19005	6.31083e+09
2.19224	6.29073e+09
2.19444	6.26811e+09
2.19664	6.24674e+09
2.19884	6.22412e+09
2.20105	6.20150e+09
2.20325	6.17763e+09
2.20546	6.15375e+09
2.20767	6.13113e+09
2.20989	6.10977e+09
2.21210	6.08715e+09
2.21432	6.06202e+09
2.21654	6.03437e+09
2.21876	6.01552e+09
2.22099	5.99667e+09
2.22321	5.97531e+09
2.22544	5.95269e+09
2.22767	5.93007e+09
2.22991	5.90745e+09
2.23214	5.88609e+09
2.23438	5.86347e+09
