# Vega spectrum from Kurucz models, resolution 500
# microns	erg/s/cm2/micron
0.259934	5.60586e+11
0.260194	5.89991e+11
0.260455	5.97531e+11
0.260716	5.53926e+11
0.260978	5.53172e+11
0.261239	5.56439e+11
0.261501	5.71896e+11
0.261763	5.84588e+11
0.262026	5.84588e+11
0.262288	5.98788e+11
0.262551	5.93887e+11
0.262814	5.73278e+11
0.263078	5.50533e+11
0.263342	5.80064e+11
0.263606	6.31460e+11
0.263870	6.38120e+11
0.264134	6.43273e+11
0.264399	6.52320e+11
0.264664	6.56844e+11
0.264930	6.57850e+11
0.265195	6.51189e+11
0.265461	6.48048e+11
0.265727	6.42896e+11
0.265994	6.31335e+11
0.266260	6.11354e+11
0.266527	5.92881e+11
0.266794	5.99416e+11
0.267062	6.11605e+11
0.267330	6.18014e+11
0.267598	6.29827e+11
0.267866	6.27565e+11
0.268134	6.27565e+11
0.268403	6.27313e+11
0.268672	6.16129e+11
0.268942	6.09343e+11
0.269211	6.02683e+11
0.269481	6.06327e+11
0.269751	6.05950e+11
0.270022	6.01929e+11
0.270292	6.06327e+11
0.270563	6.00170e+11
0.270835	5.88734e+11
0.271106	5.79435e+11
0.271378	5.88358e+11
0.271650	5.85467e+11
0.271922	5.77173e+11
0.272195	5.86598e+11
0.272468	5.88986e+11
0.272741	5.83959e+11
0.273014	5.95772e+11
0.273288	6.12988e+11
0.273562	6.11103e+11
0.273836	5.88232e+11
0.274111	5.64858e+11
0.274386	5.47642e+11
0.274661	5.31306e+11
0.274936	5.18111e+11
0.275212	5.36458e+11
0.275488	5.53046e+11
0.275764	5.60460e+11
0.276040	5.75917e+11
0.276317	5.76419e+11
0.276594	5.74786e+11
0.276871	5.68126e+11
0.277149	5.80692e+11
0.277427	5.96903e+11
0.277705	5.89614e+11
0.277983	5.77425e+11
0.278262	5.78430e+11
0.278541	5.87981e+11
0.278820	6.00170e+11
0.279100	5.78933e+11
0.279379	4.98759e+11
0.279659	4.29770e+11
0.279940	4.67218e+11
0.280220	4.75511e+11
0.280501	5.02403e+11
0.280782	5.82828e+11
0.281064	6.09343e+11
0.281346	6.06202e+11
0.281628	6.12485e+11
0.281910	6.17888e+11
0.282193	6.17134e+11
0.282476	6.08841e+11
0.282759	5.98913e+11
0.283042	5.86473e+11
0.283326	5.81697e+11
0.283610	5.83080e+11
0.283894	5.74409e+11
0.284179	5.64356e+11
0.284464	5.72775e+11
0.284749	5.78179e+11
0.285035	5.67497e+11
0.285320	5.65361e+11
0.285606	5.64230e+11
0.285893	5.65738e+11
0.286179	5.81697e+11
0.286466	5.79310e+11
0.286753	5.69634e+11
0.287041	5.68628e+11
0.287329	5.68377e+11
0.287617	5.63979e+11
0.287905	5.66869e+11
0.288194	5.75288e+11
0.288482	5.86473e+11
0.288772	5.82703e+11
0.289061	5.71896e+11
0.289351	5.69131e+11
0.289641	5.70262e+11
0.289931	5.84588e+11
0.290222	6.03311e+11
0.290513	6.06956e+11
0.290804	6.02306e+11
0.291096	6.02558e+11
0.291388	6.07207e+11
0.291680	6.06076e+11
0.291972	6.03311e+11
0.292265	5.93258e+11
0.292558	5.81195e+11
0.292851	5.74660e+11
0.293145	5.80943e+11
0.293439	5.83959e+11
0.293733	5.81195e+11
0.294027	5.82954e+11
0.294322	5.83080e+11
0.294617	5.78681e+11
0.294912	5.77048e+11
0.295208	5.81320e+11
0.295504	5.85090e+11
0.295800	5.92881e+11
0.296097	5.91122e+11
0.296394	5.82954e+11
0.296691	5.78053e+11
0.296988	5.77927e+11
0.297286	5.80818e+11
0.297584	5.89488e+11
0.297882	5.85844e+11
0.298181	5.77173e+11
0.298480	5.69131e+11
0.298779	5.76545e+11
0.299079	5.92504e+11
0.299378	5.97908e+11
0.299679	5.96274e+11
0.299979	5.87226e+11
0.300280	5.79812e+11
0.300581	5.89740e+11
0.300882	5.98411e+11
0.301184	6.00296e+11
0.301486	5.98411e+11
0.301788	5.91248e+11
0.302090	5.85342e+11
0.302393	5.87855e+11
0.302696	5.88734e+11
0.303000	5.88483e+11
0.303304	5.88609e+11
0.303608	5.87352e+11
0.303912	5.83959e+11
0.304217	5.82954e+11
0.304522	5.85593e+11
0.304827	5.82703e+11
0.305133	5.83080e+11
0.305438	5.84462e+11
0.305745	5.75288e+11
0.306051	5.73906e+11
0.306358	5.77676e+11
0.306665	5.74283e+11
0.306973	5.75540e+11
0.307280	5.73655e+11
0.307588	5.71644e+11
0.307897	5.74786e+11
0.308205	5.82451e+11
0.308514	5.84462e+11
0.308824	5.78053e+11
0.309133	5.71770e+11
0.309443	5.68628e+11
0.309753	5.70388e+11
0.310064	5.69634e+11
0.310375	5.63350e+11
0.310686	5.64481e+11
0.310997	5.74409e+11
0.311309	5.75917e+11
0.311621	5.67497e+11
0.311934	5.57696e+11
0.312246	5.60083e+11
0.312559	5.64858e+11
0.312873	5.65612e+11
0.313186	5.62094e+11
0.313500	5.61842e+11
0.313815	5.69382e+11
0.314129	5.75163e+11
0.314444	5.70513e+11
0.314759	5.66743e+11
0.315075	5.68754e+11
0.315391	5.66869e+11
0.315707	5.62345e+11
0.316023	5.54428e+11
0.316340	5.51161e+11
0.316657	5.56942e+11
0.316975	5.60209e+11
0.317293	5.67372e+11
0.317611	5.65487e+11
0.317929	5.48019e+11
0.318248	5.41988e+11
0.318567	5.50533e+11
0.318886	5.53172e+11
0.319206	5.48396e+11
0.319526	5.43747e+11
0.319846	5.51538e+11
0.320167	5.60711e+11
0.320488	5.62973e+11
0.320809	5.57821e+11
0.321131	5.45129e+11
0.321453	5.41108e+11
0.321775	5.45255e+11
0.322097	5.51915e+11
0.322420	5.52292e+11
0.322744	5.43747e+11
0.323067	5.37966e+11
0.323391	5.36710e+11
0.323715	5.33442e+11
0.324040	5.36710e+11
0.324365	5.46386e+11
0.324690	5.49527e+11
0.325015	5.44752e+11
0.325341	5.41736e+11
0.325667	5.43119e+11
0.325994	5.46009e+11
0.326321	5.49779e+11
0.326648	5.50533e+11
0.326975	5.47642e+11
0.327303	5.45506e+11
0.327631	5.40731e+11
0.327960	5.36458e+11
0.328288	5.41611e+11
0.328617	5.46386e+11
0.328947	5.47014e+11
0.329277	5.48522e+11
0.329607	5.47140e+11
0.329937	5.48522e+11
0.330268	5.48145e+11
0.330599	5.45632e+11
0.330930	5.45506e+11
0.331262	5.45757e+11
0.331594	5.45380e+11
0.331927	5.44124e+11
0.332259	5.37966e+11
0.332593	5.35453e+11
0.332926	5.37087e+11
0.333260	5.37715e+11
0.333594	5.34825e+11
0.333928	5.30427e+11
0.334263	5.28542e+11
0.334598	5.29421e+11
0.334934	5.24772e+11
0.335269	5.30050e+11
0.335605	5.34950e+11
0.335942	5.27913e+11
0.336279	5.26280e+11
0.336616	5.31055e+11
0.336953	5.28290e+11
0.337291	5.26782e+11
0.337629	5.28919e+11
0.337968	5.24395e+11
0.338306	5.21630e+11
0.338646	5.26782e+11
0.338985	5.27662e+11
0.339325	5.22887e+11
0.339665	5.24520e+11
0.340006	5.29798e+11
0.340346	5.27536e+11
0.340688	5.25023e+11
0.341029	5.25903e+11
0.341371	5.29296e+11
0.341713	5.29296e+11
0.342056	5.25777e+11
0.342399	5.22510e+11
0.342742	5.26154e+11
0.343086	5.28165e+11
0.343430	5.26028e+11
0.343774	5.24395e+11
0.344119	5.19494e+11
0.344463	5.17986e+11
0.344809	5.23766e+11
0.345155	5.25903e+11
0.345501	5.23138e+11
0.345847	5.19117e+11
0.346194	5.16352e+11
0.346541	5.18237e+11
0.346888	5.19996e+11
0.347236	5.17232e+11
0.347584	5.12708e+11
0.347932	5.15221e+11
0.348281	5.17734e+11
0.348630	5.17106e+11
0.348980	5.13839e+11
0.349330	5.10320e+11
0.349680	5.09566e+11
0.350030	5.13839e+11
0.350381	5.16227e+11
0.350733	5.14970e+11
0.351084	5.12708e+11
0.351436	5.12080e+11
0.351789	5.14593e+11
0.352141	5.15096e+11
0.352494	5.13713e+11
0.352848	5.13839e+11
0.353201	5.14090e+11
0.353555	5.12708e+11
0.353910	5.12708e+11
0.354265	5.12959e+11
0.354620	5.12959e+11
0.354975	5.12834e+11
0.355331	5.11326e+11
0.355687	5.09566e+11
0.356044	5.09189e+11
0.356401	5.07304e+11
0.356758	5.03660e+11
0.357116	5.01524e+11
0.357474	5.01901e+11
0.357832	5.02403e+11
0.358191	5.00770e+11
0.358550	4.99136e+11
0.358909	5.00519e+11
0.359269	5.03032e+11
0.359629	5.03534e+11
0.359990	5.03409e+11
0.360351	5.01524e+11
0.360712	4.99011e+11
0.361074	4.98005e+11
0.361436	4.97377e+11
0.361798	4.96623e+11
0.362161	4.96246e+11
0.362524	4.97503e+11
0.362887	4.96497e+11
0.363251	4.93858e+11
0.363615	4.95995e+11
0.363980	4.96246e+11
0.364345	4.94235e+11
0.364710	4.93858e+11
0.365075	4.94612e+11
0.365441	4.96372e+11
0.365808	4.96749e+11
0.366175	4.95995e+11
0.366542	4.96120e+11
0.366909	4.95995e+11
0.367277	4.94989e+11
0.367645	4.91596e+11
0.368014	4.87198e+11
0.368383	4.82297e+11
0.368752	4.78025e+11
0.369122	4.77019e+11
0.369492	4.74883e+11
0.369862	4.72621e+11
0.370233	4.68600e+11
0.370604	4.66212e+11
0.370976	4.69605e+11
0.371347	4.70108e+11
0.371720	4.99765e+11
0.372092	4.80287e+11
0.372465	4.91471e+11
0.372839	5.53674e+11
0.373213	5.22133e+11
0.373587	4.84308e+11
0.373961	5.84211e+11
0.374336	6.61368e+11
0.374711	5.86096e+11
0.375087	4.97628e+11
0.375463	5.99542e+11
0.375839	7.65669e+11
0.376216	8.17694e+11
0.376593	7.13142e+11
0.376971	5.39726e+11
0.377349	5.42867e+11
0.377727	7.58003e+11
0.378106	9.74019e+11
0.378485	1.06475e+12
0.378864	1.00330e+12
0.379244	8.12165e+11
0.379624	5.80189e+11
0.380005	5.21127e+11
0.380386	7.11759e+11
0.380767	9.62961e+11
0.381149	1.14505e+12
0.381531	1.22874e+12
0.381913	1.23276e+12
0.382296	1.14945e+12
0.382680	9.78292e+11
0.383063	7.44934e+11
0.383447	5.33945e+11
0.383832	5.29673e+11
0.384216	7.46945e+11
0.384602	9.98147e+11
0.384987	1.18275e+12
0.385373	1.28931e+12
0.385759	1.33958e+12
0.386146	1.36471e+12
0.386533	1.37225e+12
0.386921	1.35214e+12
0.387309	1.27926e+12
0.387697	1.14731e+12
0.388086	9.55924e+11
0.388475	7.17037e+11
0.388864	5.19368e+11
0.389254	5.49779e+11
0.389644	7.69313e+11
0.390035	9.91361e+11
0.390426	1.15925e+12
0.390817	1.28303e+12
0.391209	1.35842e+12
0.391601	1.39487e+12
0.391994	1.41874e+12
0.392387	1.42880e+12
0.392780	1.41246e+12
0.393174	1.33329e+12
0.393568	1.28805e+12
0.393963	1.35088e+12
0.394358	1.36848e+12
0.394753	1.33706e+12
0.395149	1.28177e+12
0.395545	1.18740e+12
0.395941	1.03597e+12
0.396338	8.26113e+11
0.396736	5.91499e+11
0.397133	4.79784e+11
0.397531	6.13490e+11
0.397930	8.46596e+11
0.398329	1.04489e+12
0.398728	1.18425e+12
0.399128	1.27297e+12
0.399528	1.32324e+12
0.399929	1.34963e+12
0.400330	1.36219e+12
0.400731	1.37225e+12
0.401133	1.38230e+12
0.401535	1.38733e+12
0.401937	1.39110e+12
0.402340	1.38104e+12
0.402744	1.36848e+12
0.403147	1.37099e+12
0.403551	1.37853e+12
0.403956	1.37853e+12
0.404361	1.36722e+12
0.404766	1.35465e+12
0.405172	1.35465e+12
0.405578	1.34837e+12
0.405985	1.33832e+12
0.406392	1.31696e+12
0.406799	1.29811e+12
0.407207	1.27800e+12
0.407615	1.24947e+12
0.408024	1.20939e+12
0.408433	1.14844e+12
0.408843	1.04540e+12
0.409252	8.91458e+11
0.409663	6.89014e+11
0.410073	5.03660e+11
0.410484	4.97251e+11
0.410896	6.74311e+11
0.411308	8.72734e+11
0.411720	1.02341e+12
0.412133	1.12205e+12
0.412546	1.17772e+12
0.412960	1.20172e+12
0.413374	1.22648e+12
0.413788	1.25362e+12
0.414203	1.26292e+12
0.414618	1.26418e+12
0.415034	1.27046e+12
0.415450	1.27172e+12
0.415866	1.27046e+12
0.416283	1.27046e+12
0.416701	1.26669e+12
0.417118	1.25664e+12
0.417536	1.24558e+12
0.417955	1.24520e+12
0.418374	1.24872e+12
0.418793	1.24960e+12
0.419213	1.24947e+12
0.419634	1.24369e+12
0.420054	1.23414e+12
0.420475	1.23502e+12
0.420897	1.23829e+12
0.421319	1.23314e+12
0.421741	1.22522e+12
0.422164	1.22170e+12
0.422587	1.21190e+12
0.423011	1.20323e+12
0.423435	1.19858e+12
0.423859	1.20135e+12
0.424284	1.19946e+12
0.424710	1.19154e+12
0.425135	1.18865e+12
0.425562	1.19004e+12
0.425988	1.18564e+12
0.426415	1.18400e+12
0.426843	1.17986e+12
0.427271	1.16729e+12
0.427699	1.16767e+12
0.428128	1.16918e+12
0.428557	1.16252e+12
0.428987	1.15070e+12
0.429417	1.13763e+12
0.429847	1.12268e+12
0.430278	1.10597e+12
0.430710	1.09403e+12
0.431141	1.07706e+12
0.431574	1.04866e+12
0.432006	1.00782e+12
0.432439	9.37828e+11
0.432873	8.34281e+11
0.433307	6.93538e+11
0.433741	5.24143e+11
0.434176	4.35299e+11
0.434611	5.27788e+11
0.435047	6.91779e+11
0.435483	8.30763e+11
0.435920	9.31922e+11
0.436357	9.95131e+11
0.436794	1.03132e+12
0.437232	1.05218e+12
0.437670	1.06538e+12
0.438109	1.06688e+12
0.438548	1.05960e+12
0.438988	1.06663e+12
0.439428	1.07204e+12
0.439869	1.07355e+12
0.440309	1.07417e+12
0.440751	1.07493e+12
0.441193	1.07355e+12
0.441635	1.06437e+12
0.442078	1.06626e+12
0.442521	1.07216e+12
0.442965	1.06990e+12
0.443409	1.06601e+12
0.443853	1.06324e+12
0.444298	1.05645e+12
0.444744	1.05281e+12
0.445189	1.05294e+12
0.445636	1.05155e+12
0.446083	1.04929e+12
0.446530	1.04276e+12
0.446977	1.03321e+12
0.447425	1.03069e+12
0.447874	1.01901e+12
0.448323	1.00732e+12
0.448772	1.01926e+12
0.449222	1.02303e+12
0.449673	1.02366e+12
0.450123	1.02051e+12
0.450575	1.01599e+12
0.451026	1.01197e+12
0.451479	1.00845e+12
0.451931	1.00242e+12
0.452384	9.98147e+11
0.452838	9.99655e+11
0.453292	9.96765e+11
0.453746	9.94628e+11
0.454201	9.93246e+11
0.454656	9.83570e+11
0.455112	9.71506e+11
0.455568	9.70250e+11
0.456025	9.73517e+11
0.456482	9.77789e+11
0.456940	9.77287e+11
0.457398	9.71883e+11
0.457857	9.66857e+11
0.458316	9.58311e+11
0.458775	9.55672e+11
0.459235	9.60322e+11
0.459695	9.63212e+11
0.460156	9.62961e+11
0.460617	9.60950e+11
0.461079	9.57809e+11
0.461541	9.51400e+11
0.462004	9.44237e+11
0.462467	9.42101e+11
0.462931	9.37200e+11
0.463395	9.33430e+11
0.463860	9.35189e+11
0.464325	9.37074e+11
0.464790	9.35064e+11
0.465256	9.31922e+11
0.465722	9.28529e+11
0.466189	9.25262e+11
0.466657	9.20989e+11
0.467125	9.18476e+11
0.467593	9.18099e+11
0.468062	9.16591e+11
0.468531	9.13952e+11
0.469001	9.10811e+11
0.469471	9.08046e+11
0.469941	9.04904e+11
0.470412	9.01134e+11
0.470884	8.98747e+11
0.471356	8.95982e+11
0.471829	8.92841e+11
0.472302	8.90579e+11
0.472775	8.87437e+11
0.473249	8.83165e+11
0.473724	8.80777e+11
0.474198	8.79269e+11
0.474674	8.77258e+11
0.475150	8.74871e+11
0.475626	8.71980e+11
0.476103	8.68588e+11
0.476580	8.65069e+11
0.477058	8.62304e+11
0.477536	8.59414e+11
0.478015	8.55896e+11
0.478494	8.52628e+11
0.478974	8.49235e+11
0.479454	8.45465e+11
0.479935	8.40690e+11
0.480416	8.35035e+11
0.480897	8.29757e+11
0.481379	8.23851e+11
0.481862	8.15683e+11
0.482345	8.03996e+11
0.482829	7.90425e+11
0.483313	7.72706e+11
0.483797	7.44934e+11
0.484282	7.02586e+11
0.484768	6.39126e+11
0.485254	5.49276e+11
0.485740	4.36681e+11
0.486227	3.65053e+11
0.486715	4.17329e+11
0.487202	5.27411e+11
0.487691	6.18014e+11
0.488180	6.80595e+11
0.488669	7.19802e+11
0.489159	7.42924e+11
0.489649	7.58883e+11
0.490140	7.69313e+11
0.490632	7.74465e+11
0.491124	7.76602e+11
0.491616	7.75722e+11
0.492109	7.69942e+11
0.492602	7.68559e+11
0.493096	7.74717e+11
0.493590	7.76602e+11
0.494085	7.76099e+11
0.494580	7.74842e+11
0.495076	7.72203e+11
0.495573	7.67931e+11
0.496069	7.65795e+11
0.496567	7.66674e+11
0.497064	7.65543e+11
0.497563	7.63281e+11
0.498062	7.59888e+11
0.498561	7.56873e+11
0.499061	7.55113e+11
0.499561	7.52977e+11
0.500062	7.49081e+11
0.500563	7.45688e+11
0.501065	7.44558e+11
0.501567	7.38526e+11
0.502070	7.32871e+11
0.502573	7.36766e+11
0.503077	7.37772e+11
0.503582	7.34630e+11
0.504086	7.30734e+11
0.504592	7.29980e+11
0.505098	7.28598e+11
0.505604	7.24200e+11
0.506111	7.23572e+11
0.506618	7.23823e+11
0.507126	7.21687e+11
0.507635	7.19425e+11
0.508143	7.17791e+11
0.508653	7.16032e+11
0.509163	7.13770e+11
0.509673	7.10503e+11
0.510184	7.07612e+11
0.510696	7.06984e+11
0.511208	7.05853e+11
0.511720	7.03717e+11
0.512233	7.01203e+11
0.512747	6.98439e+11
0.513261	6.95674e+11
0.513775	6.93161e+11
0.514290	6.90522e+11
0.514806	6.88637e+11
0.515322	6.87380e+11
0.515839	6.85496e+11
0.516356	6.79338e+11
0.516873	6.67777e+11
0.517392	6.66395e+11
0.517910	6.71547e+11
0.518429	6.68782e+11
0.518949	6.67651e+11
0.519469	6.66897e+11
0.519990	6.65138e+11
0.520511	6.65766e+11
0.521033	6.65012e+11
0.521556	6.62876e+11
0.522078	6.60488e+11
0.522602	6.56090e+11
0.523126	6.51064e+11
0.523650	6.48927e+11
0.524175	6.51441e+11
0.524701	6.52069e+11
0.525227	6.49556e+11
0.525753	6.46288e+11
0.526280	6.42519e+11
0.526808	6.39000e+11
0.527336	6.35481e+11
0.527865	6.34350e+11
0.528394	6.35984e+11
0.528923	6.36487e+11
0.529454	6.35607e+11
0.529984	6.33596e+11
0.530516	6.31083e+11
0.531048	6.27439e+11
0.531580	6.21533e+11
0.532113	6.19773e+11
0.532646	6.19773e+11
0.533180	6.18014e+11
0.533715	6.17009e+11
0.534250	6.16757e+11
0.534786	6.16632e+11
0.535322	6.15375e+11
0.535858	6.12736e+11
0.536395	6.08715e+11
0.536933	6.06704e+11
0.537471	6.06202e+11
0.538010	6.04945e+11
0.538550	6.02934e+11
0.539090	6.01426e+11
0.539630	5.99165e+11
0.540171	5.95646e+11
0.540713	5.93384e+11
0.541255	5.92756e+11
0.541797	5.91625e+11
0.542340	5.89740e+11
0.542884	5.87604e+11
0.543428	5.86473e+11
0.543973	5.85719e+11
0.544518	5.84085e+11
0.545064	5.82200e+11
0.545611	5.80189e+11
0.546158	5.78556e+11
0.546705	5.76922e+11
0.547253	5.75414e+11
0.547802	5.73403e+11
0.548351	5.71770e+11
0.548901	5.70136e+11
0.549451	5.68503e+11
0.550002	5.66869e+11
0.550553	5.64733e+11
0.551105	5.63225e+11
0.551658	5.62345e+11
0.552211	5.60460e+11
0.552764	5.57319e+11
0.553318	5.55182e+11
0.553873	5.54428e+11
0.554428	5.53549e+11
0.554984	5.51915e+11
0.555541	5.50281e+11
0.556098	5.48648e+11
0.556655	5.46763e+11
0.557213	5.44878e+11
0.557772	5.43370e+11
0.558331	5.41736e+11
0.558891	5.39851e+11
0.559451	5.38595e+11
0.560012	5.37338e+11
0.560573	5.35830e+11
0.561135	5.34071e+11
0.561698	5.32060e+11
0.562261	5.30678e+11
0.562824	5.29296e+11
0.563389	5.27913e+11
0.563953	5.26280e+11
0.564519	5.24520e+11
0.565085	5.22887e+11
0.565651	5.20876e+11
0.566218	5.19117e+11
0.566786	5.17986e+11
0.567354	5.16729e+11
0.567923	5.15221e+11
0.568492	5.13588e+11
0.569062	5.11954e+11
0.569633	5.10572e+11
0.570204	5.09064e+11
0.570775	5.07430e+11
0.571348	5.05922e+11
0.571920	5.04540e+11
0.572494	5.03032e+11
0.573068	5.01524e+11
0.573642	5.00016e+11
0.574217	4.98508e+11
0.574793	4.96874e+11
0.575369	4.95241e+11
0.575946	4.93858e+11
0.576523	4.92350e+11
0.577101	4.90968e+11
0.577680	4.89334e+11
0.578259	4.87701e+11
0.578839	4.86319e+11
0.579419	4.84936e+11
0.580000	4.83428e+11
0.580581	4.82046e+11
0.581163	4.80538e+11
0.581746	4.79030e+11
0.582329	4.77648e+11
0.582913	4.76265e+11
0.583497	4.74757e+11
0.584082	4.73375e+11
0.584668	4.71993e+11
0.585254	4.70485e+11
0.585841	4.68851e+11
0.586428	4.67469e+11
0.587016	4.65835e+11
0.587604	4.63950e+11
0.588193	4.62317e+11
0.588783	4.59301e+11
0.589373	4.56411e+11
0.589964	4.56411e+11
0.590555	4.57039e+11
0.591148	4.56159e+11
0.591740	4.54903e+11
0.592333	4.53520e+11
0.592927	4.52138e+11
0.593522	4.50756e+11
0.594117	4.49499e+11
0.594712	4.47991e+11
0.595308	4.46232e+11
0.595905	4.44598e+11
0.596503	4.43467e+11
0.597101	4.42336e+11
0.597699	4.40703e+11
0.598298	4.39195e+11
0.598898	4.38189e+11
0.599499	4.36933e+11
0.600100	4.35802e+11
0.600701	4.34419e+11
0.601303	4.32786e+11
0.601906	4.31529e+11
0.602510	4.30398e+11
0.603114	4.29267e+11
0.603718	4.28011e+11
0.604324	4.26628e+11
0.604929	4.25246e+11
0.605536	4.23989e+11
0.606143	4.22733e+11
0.606750	4.21476e+11
0.607359	4.20219e+11
0.607968	4.18837e+11
0.608577	4.17581e+11
0.609187	4.16324e+11
0.609798	4.15067e+11
0.610409	4.13685e+11
0.611021	4.12428e+11
0.611634	4.11172e+11
0.612247	4.09915e+11
0.612861	4.08533e+11
0.613475	4.07276e+11
0.614090	4.05768e+11
0.614706	4.03632e+11
0.615322	4.01244e+11
0.615939	3.99485e+11
0.616556	3.99862e+11
0.617174	3.99736e+11
0.617793	3.98605e+11
0.618412	3.97600e+11
0.619032	3.96469e+11
0.619653	3.95212e+11
0.620274	3.93956e+11
0.620896	3.92825e+11
0.621518	3.91568e+11
0.622141	3.90437e+11
0.622765	3.89055e+11
0.623390	3.87296e+11
0.624014	3.85411e+11
0.624640	3.83777e+11
0.625266	3.83149e+11
0.625893	3.82897e+11
0.626521	3.82018e+11
0.627149	3.80887e+11
0.627777	3.79756e+11
0.628407	3.78625e+11
0.629037	3.77368e+11
0.629667	3.76111e+11
0.630298	3.74855e+11
0.630930	3.73598e+11
0.631563	3.72342e+11
0.632196	3.71085e+11
0.632830	3.70205e+11
0.633464	3.68949e+11
0.634099	3.66812e+11
0.634735	3.63922e+11
0.635371	3.63671e+11
0.636008	3.64173e+11
0.636646	3.62414e+11
0.637284	3.60152e+11
0.637923	3.59901e+11
0.638563	3.59650e+11
0.639203	3.58770e+11
0.639843	3.57639e+11
0.640485	3.56382e+11
0.641127	3.55126e+11
0.641770	3.53743e+11
0.642413	3.52738e+11
0.643057	3.51733e+11
0.643702	3.50476e+11
0.644347	3.49219e+11
0.644993	3.47586e+11
0.645640	3.45324e+11
0.646287	3.44696e+11
0.646935	3.44444e+11
0.647583	3.43313e+11
0.648233	3.41805e+11
0.648882	3.40046e+11
0.649533	3.38287e+11
0.650184	3.36653e+11
0.650836	3.34642e+11
0.651488	3.31752e+11
0.652141	3.28234e+11
0.652795	3.23584e+11
0.653450	3.16296e+11
0.654105	3.04483e+11
0.654760	2.84880e+11
0.655417	2.52961e+11
0.656074	2.14759e+11
0.656732	2.09733e+11
0.657390	2.44416e+11
0.658049	2.77089e+11
0.658709	2.96315e+11
0.659369	3.06871e+11
0.660030	3.12651e+11
0.660692	3.15667e+11
0.661354	3.17175e+11
0.662017	3.17804e+11
0.662681	3.17929e+11
0.663345	3.17678e+11
0.664010	3.17301e+11
0.664676	3.16673e+11
0.665342	3.15919e+11
0.666009	3.15165e+11
0.666677	3.14411e+11
0.667345	3.13531e+11
0.668014	3.12651e+11
0.668684	3.11897e+11
0.669354	3.11143e+11
0.670025	3.10264e+11
0.670697	3.09384e+11
0.671369	3.08379e+11
0.672042	3.07373e+11
0.672716	3.06242e+11
0.673391	3.05488e+11
0.674066	3.04735e+11
0.674741	3.03729e+11
0.675418	3.02850e+11
0.676095	3.01844e+11
0.676773	3.01090e+11
0.677451	3.00085e+11
0.678130	2.99205e+11
0.678810	2.98326e+11
0.679491	2.97320e+11
0.680172	2.96441e+11
0.680854	2.95561e+11
0.681536	2.94681e+11
0.682220	2.93676e+11
0.682903	2.92671e+11
0.683588	2.91791e+11
0.684273	2.91037e+11
0.684959	2.90032e+11
0.685646	2.89152e+11
0.686333	2.88147e+11
0.687021	2.87393e+11
0.687710	2.86513e+11
0.688400	2.85634e+11
0.689090	2.84754e+11
0.689781	2.83874e+11
0.690472	2.82995e+11
0.691164	2.82115e+11
0.691857	2.81235e+11
0.692551	2.80230e+11
0.693245	2.79476e+11
0.693940	2.78596e+11
0.694636	2.77717e+11
0.695332	2.76837e+11
0.696029	2.75958e+11
0.696727	2.75078e+11
0.697425	2.74324e+11
0.698125	2.73444e+11
0.698824	2.72565e+11
0.699525	2.71685e+11
0.700226	2.70554e+11
0.700928	2.69800e+11
0.701631	2.69046e+11
0.702334	2.68166e+11
0.703038	2.67412e+11
0.703743	2.66658e+11
0.704449	2.65779e+11
0.705155	2.65025e+11
0.705862	2.64145e+11
0.706569	2.63391e+11
0.707278	2.62511e+11
0.707987	2.61758e+11
0.708697	2.61004e+11
0.709407	2.60124e+11
0.710118	2.59244e+11
0.710830	2.57862e+11
0.711543	2.56354e+11
0.712256	2.55977e+11
0.712970	2.55851e+11
0.713685	2.55223e+11
0.714400	2.54343e+11
0.715116	2.53589e+11
0.715833	2.52710e+11
0.716551	2.51956e+11
0.717269	2.51202e+11
0.717988	2.50448e+11
0.718708	2.49568e+11
0.719429	2.48814e+11
0.720150	2.48186e+11
0.720872	2.47306e+11
0.721595	2.46552e+11
0.722318	2.45673e+11
0.723042	2.44919e+11
0.723767	2.44290e+11
0.724492	2.43411e+11
0.725219	2.42657e+11
0.725946	2.41903e+11
0.726674	2.41149e+11
0.727402	2.40520e+11
0.728131	2.39641e+11
0.728861	2.38887e+11
0.729592	2.38133e+11
0.730323	2.37379e+11
0.731056	2.36499e+11
0.731788	2.35871e+11
0.732522	2.35117e+11
0.733256	2.34488e+11
0.733991	2.33860e+11
0.734727	2.33106e+11
0.735464	2.32352e+11
0.736201	2.31598e+11
0.736939	2.30844e+11
0.737678	2.30216e+11
0.738418	2.29336e+11
0.739158	2.28582e+11
0.739899	2.27954e+11
0.740641	2.27200e+11
0.741383	2.26446e+11
0.742126	2.25566e+11
0.742870	2.24938e+11
0.743615	2.24310e+11
0.744360	2.23430e+11
0.745107	2.22802e+11
0.745854	2.22048e+11
0.746601	2.21168e+11
0.747350	2.20288e+11
0.748099	2.19660e+11
0.748849	2.19158e+11
0.749600	2.18655e+11
0.750351	2.18027e+11
0.751103	2.17273e+11
0.751856	2.16519e+11
0.752610	2.15890e+11
0.753365	2.15388e+11
0.754120	2.14759e+11
0.754876	2.14005e+11
0.755633	2.13377e+11
0.756390	2.12749e+11
0.757149	2.11995e+11
0.757908	2.11366e+11
0.758667	2.10612e+11
0.759428	2.09984e+11
0.760189	2.09356e+11
0.760951	2.08727e+11
0.761714	2.07973e+11
